"","DataZone2011Code","AGE0","AGE1","AGE2","AGE3","AGE4","AGE5","AGE6","AGE7","AGE8","AGE9","AGE10","AGE11","AGE12","AGE13","AGE14","AGE15","AGE16","AGE17","AGE18","AGE19","AGE20","AGE21","AGE22","AGE23","AGE24","AGE25","AGE26","AGE27","AGE28","AGE29","AGE30","AGE31","AGE32","AGE33","AGE34","AGE35","AGE36","AGE37","AGE38","AGE39","AGE40","AGE41","AGE42","AGE43","AGE44","AGE45","AGE46","AGE47","AGE48","AGE49","AGE50","AGE51","AGE52","AGE53","AGE54","AGE55","AGE56","AGE57","AGE58","AGE59","AGE60","AGE61","AGE62","AGE63","AGE64","AGE65","AGE66","AGE67","AGE68","AGE69","AGE70","AGE71","AGE72","AGE73","AGE74","AGE75","AGE76","AGE77","AGE78","AGE79","AGE80","AGE81","AGE82","AGE83","AGE84","AGE85","AGE86","AGE87","AGE88","AGE89","AGE90"
"275","S01006780",4,1,4,8,5,4,5,5,6,6,6,10,5,8,3,5,6,5,8,5,8,6,4,10,9,4,10,6,6,6,10,4,7,9,14,6,6,4,7,4,6,4,9,7,7,8,6,7,6,7,4,11,4,8,10,8,10,11,14,11,13,6,11,11,11,10,17,8,9,0,7,6,6,7,2,6,7,4,5,2,4,4,2,3,1,2,3,0,1,1,1
"276","S01006781",5,5,3,3,7,10,2,6,5,2,1,0,5,6,6,7,9,9,9,10,10,7,10,9,9,8,5,6,5,5,3,12,3,6,8,6,7,2,4,3,4,7,11,6,11,13,3,12,11,12,12,14,6,13,12,14,18,19,9,12,5,8,9,12,10,10,10,11,5,11,10,12,16,9,7,12,14,7,8,10,8,7,2,1,5,2,1,3,1,2,4
"277","S01006782",9,14,8,8,4,10,7,5,8,8,3,8,10,5,11,12,6,10,11,10,5,12,6,12,12,15,11,20,9,7,16,5,17,4,16,12,12,6,10,11,11,14,10,8,18,14,14,26,13,12,14,14,5,11,9,13,16,8,9,10,13,6,12,9,7,11,11,9,4,6,7,2,9,7,5,6,2,2,5,2,1,3,0,3,2,3,1,0,1,1,2
"278","S01006783",7,7,5,2,6,5,4,6,10,8,2,8,3,3,6,3,4,3,4,4,8,8,12,6,8,4,8,11,5,6,3,15,2,7,6,3,5,7,7,5,6,5,10,9,6,9,9,9,7,13,9,8,7,12,5,10,7,7,15,6,7,8,14,11,10,13,12,7,12,12,16,13,9,13,11,14,11,11,11,6,9,9,3,2,6,1,1,0,2,0,5
"279","S01006784",13,4,6,9,10,5,2,7,4,2,3,2,1,3,2,2,2,6,7,3,8,4,19,9,7,14,16,10,13,11,11,14,7,11,3,4,14,5,8,7,5,5,9,11,12,10,8,12,14,11,11,9,8,10,6,13,10,4,6,12,9,12,4,10,8,10,8,6,8,6,6,5,5,6,8,3,12,5,1,4,3,4,4,2,5,3,0,0,2,0,2
"280","S01006785",5,8,7,10,10,10,9,10,6,6,2,8,1,6,4,4,8,8,6,6,4,14,8,8,12,10,7,12,10,5,7,10,18,14,8,9,4,6,11,5,7,7,12,9,7,6,4,8,11,15,7,10,13,11,11,10,7,8,9,2,5,7,12,4,9,6,8,3,4,7,5,7,9,3,2,2,5,2,0,1,0,1,0,1,0,0,0,1,0,0,0
"281","S01006786",5,8,12,5,7,12,10,9,7,10,11,9,15,13,12,9,11,9,12,9,7,3,10,10,14,9,10,16,10,10,9,9,15,13,11,6,10,5,10,14,11,15,6,16,16,9,17,14,16,14,13,14,15,10,14,13,8,14,8,17,13,9,12,14,14,19,6,11,5,5,5,2,3,4,4,6,3,3,4,1,2,0,0,2,1,3,1,0,0,0,2
"282","S01006787",6,3,6,3,7,5,6,4,3,2,4,4,7,4,6,1,10,6,5,2,6,5,15,9,7,9,12,9,7,7,3,3,4,7,7,8,5,2,6,8,3,10,2,3,3,2,8,8,12,10,14,7,8,10,14,8,9,9,16,13,14,10,12,12,14,17,19,5,7,10,7,9,12,9,10,8,4,2,7,4,6,2,4,4,4,3,2,2,0,0,1
"283","S01006788",7,7,11,9,5,13,10,20,10,4,12,8,10,5,11,6,5,9,9,5,14,8,16,11,11,12,9,6,12,18,6,19,15,16,8,17,11,16,17,20,15,20,23,22,18,11,14,15,9,9,18,8,9,10,19,13,12,11,9,10,11,5,10,2,3,0,10,6,2,1,9,1,7,4,3,5,4,2,4,5,2,6,0,4,1,3,3,2,1,3,10
"284","S01006789",2,3,4,1,4,5,2,4,2,3,6,4,4,8,6,5,3,10,3,6,5,3,6,2,7,0,2,12,2,3,3,7,1,1,7,2,7,4,7,3,14,10,6,6,6,17,8,13,11,18,12,4,2,6,8,10,10,8,14,8,14,10,10,11,11,11,13,11,18,10,8,13,5,2,7,5,7,9,7,2,6,6,6,10,2,2,6,4,5,2,12
"285","S01006790",2,4,6,11,4,10,5,8,8,8,9,5,9,6,10,13,10,11,13,8,2,6,4,4,5,12,11,8,5,5,4,3,3,8,4,6,3,12,4,9,4,4,22,9,24,20,10,19,9,10,5,12,10,8,10,17,16,14,7,11,7,9,11,17,20,20,16,10,11,20,14,12,15,10,10,16,12,12,15,15,9,8,14,8,10,11,8,8,2,3,18
"286","S01006791",8,4,4,3,8,3,7,3,7,2,7,5,3,4,12,6,4,5,2,4,3,13,2,0,2,3,8,6,8,5,1,1,9,6,2,4,2,5,4,4,10,11,14,10,6,8,9,6,5,11,9,11,6,8,7,9,3,9,7,10,12,11,7,12,12,11,9,6,11,8,2,6,3,6,1,3,5,6,4,4,1,4,4,2,0,4,1,1,1,3,4
"287","S01006792",4,4,5,8,6,7,8,7,4,5,5,4,5,4,4,4,6,4,7,3,6,6,2,3,3,2,5,4,4,3,8,4,2,1,5,4,3,6,4,7,8,7,10,9,11,6,8,9,14,2,15,11,9,10,5,10,8,7,7,10,8,4,7,4,8,4,9,9,8,9,8,2,11,5,8,3,4,5,2,3,2,3,2,0,2,3,3,3,2,1,6
"288","S01006793",4,4,7,3,3,5,5,5,6,7,2,3,9,9,7,4,5,5,0,3,5,7,9,4,15,8,8,4,5,4,6,7,7,13,3,5,5,7,5,7,5,8,7,10,6,12,7,7,8,10,9,2,10,17,12,12,6,7,6,12,5,15,9,6,8,12,13,10,6,4,6,7,9,7,3,6,4,4,4,2,3,5,3,4,5,5,5,2,0,2,6
"289","S01006794",5,5,2,3,4,0,4,4,4,5,1,5,8,6,5,7,4,4,9,3,0,5,7,1,6,7,3,8,7,2,5,2,0,7,2,4,5,3,2,1,6,13,7,11,5,8,14,7,10,4,7,11,10,8,12,8,5,11,10,13,12,6,11,10,9,16,13,9,3,7,3,8,7,7,9,11,6,8,3,3,1,2,5,2,10,8,5,1,1,2,3
"290","S01006795",8,4,14,12,17,13,8,9,11,11,11,8,6,7,7,14,13,18,4,11,1,2,4,8,3,10,6,5,7,8,6,6,9,9,13,13,11,4,8,9,15,12,11,7,8,6,15,12,12,8,14,10,16,13,6,12,10,12,7,8,12,8,8,5,18,13,22,8,5,18,5,10,4,5,4,9,8,3,10,2,4,8,6,4,6,3,1,2,2,1,1
"291","S01006796",6,11,12,16,14,17,12,18,10,15,5,10,14,7,8,10,8,6,4,6,5,6,4,4,6,8,13,7,3,10,4,5,10,4,11,12,6,10,21,13,10,11,12,7,10,8,11,13,12,12,6,12,5,5,7,6,6,7,4,9,9,5,6,9,5,10,9,8,8,5,7,5,6,3,3,7,3,3,6,2,2,1,4,4,3,1,0,1,1,0,1
"292","S01006797",4,4,7,7,4,4,7,8,9,9,8,9,9,11,8,10,4,10,5,7,8,4,5,4,4,4,9,2,2,5,6,0,2,10,6,11,9,9,1,7,5,14,9,18,17,12,10,7,11,16,12,9,10,11,14,8,12,8,13,3,11,6,11,11,14,10,6,5,8,3,9,8,8,3,4,4,2,5,3,4,2,1,1,2,0,1,1,1,2,1,9
"293","S01006798",4,2,11,5,8,10,8,10,9,5,6,4,5,12,12,7,9,9,10,4,6,6,7,6,1,5,7,7,5,2,3,2,4,5,1,4,10,4,6,8,11,12,10,20,4,5,7,6,2,15,11,12,10,6,24,12,14,9,7,6,10,15,11,8,11,12,18,5,6,2,5,4,7,7,8,4,2,5,4,4,3,0,3,2,3,1,2,4,2,1,3
"294","S01006799",7,14,11,7,17,14,7,10,17,7,9,5,9,5,13,8,8,16,11,11,7,2,11,8,5,5,6,7,14,6,9,2,6,11,12,9,9,12,8,12,18,19,11,4,12,15,10,9,10,8,13,11,12,12,8,14,18,12,18,14,10,11,9,14,12,15,8,11,13,12,13,7,6,11,9,7,6,8,3,6,7,8,10,9,12,1,9,7,5,3,21
"295","S01006800",3,7,3,9,8,6,14,15,8,17,13,15,11,11,9,12,9,17,5,16,9,8,14,7,7,5,4,5,9,5,8,3,5,2,3,7,4,8,6,14,16,7,16,7,10,9,10,22,15,13,13,18,19,18,13,23,19,15,11,17,17,12,16,14,13,15,18,7,11,8,5,8,10,7,9,4,6,7,7,1,2,5,1,3,0,0,1,4,2,0,5
"296","S01006801",8,13,8,12,10,10,6,19,5,10,13,9,3,19,11,6,8,13,6,3,1,7,6,2,1,7,6,7,4,14,7,5,5,6,13,14,10,9,6,16,15,21,20,11,16,18,14,18,13,15,19,15,15,7,9,15,17,11,9,12,15,15,15,8,17,12,17,8,10,15,14,12,17,10,9,3,8,8,9,7,8,12,7,7,8,7,9,4,2,2,28
"297","S01006802",12,6,12,9,7,6,6,8,6,7,9,4,4,7,13,7,6,4,10,12,6,9,4,2,6,5,2,10,4,6,13,9,12,8,7,3,6,14,9,13,3,10,16,10,8,7,15,12,22,15,6,14,5,6,13,13,8,12,8,15,5,12,9,12,15,4,15,13,5,10,10,6,5,3,5,6,3,3,3,6,6,4,7,2,2,6,1,0,2,3,3
