"","DataZone2011Code","AGE0","AGE1","AGE2","AGE3","AGE4","AGE5","AGE6","AGE7","AGE8","AGE9","AGE10","AGE11","AGE12","AGE13","AGE14","AGE15","AGE16","AGE17","AGE18","AGE19","AGE20","AGE21","AGE22","AGE23","AGE24","AGE25","AGE26","AGE27","AGE28","AGE29","AGE30","AGE31","AGE32","AGE33","AGE34","AGE35","AGE36","AGE37","AGE38","AGE39","AGE40","AGE41","AGE42","AGE43","AGE44","AGE45","AGE46","AGE47","AGE48","AGE49","AGE50","AGE51","AGE52","AGE53","AGE54","AGE55","AGE56","AGE57","AGE58","AGE59","AGE60","AGE61","AGE62","AGE63","AGE64","AGE65","AGE66","AGE67","AGE68","AGE69","AGE70","AGE71","AGE72","AGE73","AGE74","AGE75","AGE76","AGE77","AGE78","AGE79","AGE80","AGE81","AGE82","AGE83","AGE84","AGE85","AGE86","AGE87","AGE88","AGE89","AGE90"
"4152","S01010657",2,10,5,11,9,4,0,9,4,6,10,4,6,11,6,9,7,10,7,7,7,8,6,5,5,6,3,5,4,12,11,6,7,6,9,6,5,5,4,1,4,7,10,12,7,10,17,17,8,18,13,13,15,11,8,13,7,9,17,12,14,10,14,15,5,7,9,3,12,13,12,10,8,3,3,1,4,2,4,6,3,0,2,0,2,3,1,0,0,2,3
"4153","S01010658",4,8,6,8,8,10,4,11,10,6,14,6,9,7,3,12,3,14,7,6,1,3,7,9,7,9,3,6,2,5,1,3,0,3,7,5,5,8,7,7,10,12,8,11,9,9,15,8,15,17,12,9,13,14,15,14,14,9,17,14,9,7,16,10,15,12,22,9,9,13,13,10,10,6,4,11,8,5,4,5,6,2,3,1,2,0,0,1,2,0,7
"4154","S01010659",2,6,7,4,4,12,4,2,8,10,11,11,7,7,8,11,7,6,10,2,2,3,6,5,4,5,2,6,1,2,5,4,9,3,4,2,5,5,3,5,11,12,8,8,13,17,12,15,16,12,12,13,11,12,6,12,10,10,7,12,11,15,10,13,13,15,11,11,8,11,10,6,6,13,9,1,2,6,3,4,0,6,4,5,1,4,1,1,1,0,4
"4155","S01010660",3,4,8,3,7,2,7,6,3,6,5,5,7,13,10,7,4,3,9,8,8,6,8,7,5,6,3,5,1,5,3,11,3,3,5,6,11,9,8,5,10,3,14,11,10,16,4,14,21,3,9,8,7,6,11,7,11,7,4,4,8,8,10,11,12,14,7,4,12,11,6,8,7,6,2,6,3,6,4,6,4,12,3,3,4,5,1,4,3,3,7
"4156","S01010661",6,4,9,1,4,3,6,2,3,8,6,4,4,5,3,7,4,4,0,0,3,2,8,5,7,11,8,9,13,12,9,4,2,7,4,3,5,7,8,4,8,6,7,15,10,2,7,7,5,13,12,10,6,9,5,13,4,11,5,6,14,10,10,15,9,6,8,10,8,7,9,10,5,1,4,5,8,4,2,6,3,3,7,6,2,6,4,4,2,2,1
"4157","S01010662",5,5,6,3,14,4,7,15,5,6,6,10,11,8,12,16,7,12,14,11,5,5,4,5,10,0,6,3,6,4,7,7,6,6,4,1,3,10,6,5,9,13,15,6,24,20,11,13,18,6,11,10,10,12,16,18,15,16,12,10,15,11,10,17,16,16,9,3,14,6,3,7,7,6,6,5,5,9,8,7,5,4,0,7,1,1,2,3,3,4,0
"4158","S01010663",7,6,7,8,8,12,16,15,14,12,5,14,9,3,11,11,9,19,9,8,4,4,8,2,7,8,14,7,4,9,8,6,7,10,9,8,9,11,16,10,7,11,9,11,12,13,12,18,30,10,9,10,14,16,20,14,11,28,15,16,16,26,18,19,7,22,17,14,8,13,16,12,9,8,8,11,13,4,7,7,8,6,6,5,2,3,2,5,3,4,3
"4159","S01010664",1,7,7,3,8,10,11,10,10,8,6,6,6,11,14,9,6,17,7,3,12,7,2,6,9,4,8,4,11,3,3,6,3,2,7,3,8,6,10,11,6,8,11,19,11,13,11,16,19,16,22,17,15,11,15,12,18,14,17,18,12,15,14,6,13,10,13,13,12,9,13,10,5,11,7,10,8,6,5,7,6,7,5,1,2,2,4,1,5,0,6
"4160","S01010665",9,3,6,12,12,10,6,8,11,13,17,12,16,12,19,12,9,10,7,10,6,8,6,1,4,1,5,9,9,3,2,4,9,9,8,9,9,9,10,9,17,18,24,11,16,17,15,17,19,21,19,18,13,14,13,14,21,11,14,20,21,21,11,7,27,12,18,16,15,9,9,6,9,5,6,4,11,7,5,5,8,8,3,7,4,5,6,3,1,4,8
"4161","S01010666",10,7,12,5,12,14,6,13,7,17,12,16,17,13,13,18,5,14,12,16,10,8,2,5,3,6,3,3,6,8,3,11,6,8,7,10,7,16,13,12,17,10,11,16,14,21,18,21,20,20,19,19,12,13,18,15,15,21,12,9,13,16,10,13,14,13,9,14,16,14,11,6,12,11,7,7,8,7,9,4,4,7,2,3,6,8,7,5,0,2,12
"4162","S01010667",6,4,7,6,5,8,3,4,4,9,9,11,4,16,9,9,11,14,6,0,4,6,3,5,3,7,1,3,9,7,10,6,8,6,1,10,7,8,7,6,13,6,7,5,9,11,6,8,23,17,6,13,17,17,13,14,13,9,10,9,12,9,8,13,14,16,10,12,5,7,5,6,6,11,11,4,1,5,7,3,3,4,6,0,2,2,3,0,0,1,4
"4163","S01010668",8,11,6,8,15,8,13,11,7,9,5,9,11,12,8,12,14,13,11,10,7,12,11,9,9,11,11,12,11,10,1,15,10,7,11,6,12,9,12,13,21,11,12,19,18,8,24,9,23,18,21,26,12,19,27,18,21,20,22,17,22,15,20,19,14,22,24,21,11,19,18,17,15,12,8,10,5,5,11,11,10,7,6,4,6,11,1,3,3,1,17
"4164","S01010669",1,3,3,9,1,7,7,6,10,5,6,13,9,7,12,8,9,5,8,6,4,4,4,0,2,3,1,3,7,3,4,2,6,2,6,4,3,9,3,2,6,6,9,7,6,11,12,11,8,12,9,13,7,14,12,9,16,6,12,6,13,7,11,8,13,11,12,6,4,7,8,9,3,5,11,7,4,6,8,6,8,6,7,7,3,0,0,3,9,2,6
"4165","S01010670",6,2,3,6,7,2,7,10,7,8,5,7,5,7,8,11,9,10,11,6,5,7,6,7,2,3,2,10,4,2,1,4,11,5,5,3,4,8,8,2,8,6,4,13,5,9,13,11,16,10,11,21,18,17,13,23,14,13,5,14,12,9,12,12,5,10,15,10,8,8,10,6,6,6,5,7,3,6,7,4,3,2,2,2,3,1,3,0,2,1,1
"4166","S01010671",9,3,10,3,8,14,3,4,7,3,10,6,16,6,15,11,12,7,8,15,6,6,0,4,3,5,10,1,4,4,2,5,7,7,3,8,7,7,11,7,12,8,10,15,9,15,14,12,9,14,12,13,10,10,12,15,10,14,11,16,13,16,18,13,13,15,22,11,17,11,7,5,8,5,5,11,6,8,6,4,1,2,3,7,6,5,3,1,1,2,1
"4167","S01010672",4,6,2,5,6,4,5,5,6,6,14,6,11,7,9,10,14,9,8,10,12,7,6,8,0,3,2,1,6,2,8,11,13,2,3,3,9,6,10,4,8,7,11,8,10,7,10,17,15,10,15,11,17,8,7,11,7,9,15,6,12,5,10,8,4,7,7,4,1,3,6,0,7,4,8,4,10,8,4,5,6,6,3,6,5,1,3,1,2,1,6
"4168","S01010673",4,9,12,11,4,12,4,5,5,13,17,8,8,17,9,10,6,9,7,12,5,6,12,11,9,12,11,7,10,4,6,14,8,9,10,9,4,4,11,11,11,11,12,12,9,14,16,11,18,21,16,15,17,17,18,14,19,17,18,17,14,19,13,19,12,19,21,14,10,15,12,13,6,14,1,14,4,4,6,5,3,7,3,2,4,5,1,3,2,1,12
"4169","S01010674",10,11,22,12,4,16,14,7,13,12,14,9,16,15,6,10,10,15,17,4,8,9,5,11,9,4,13,6,10,7,16,6,12,10,4,11,5,18,12,20,9,18,14,18,18,20,19,7,14,18,9,22,15,12,11,11,25,9,15,12,20,20,15,26,17,20,14,11,14,22,13,7,9,12,5,3,2,2,5,4,4,1,1,2,2,1,1,2,0,2,3
"4170","S01010675",4,6,7,6,5,8,2,5,5,10,3,5,3,7,4,3,2,7,6,3,14,3,5,2,5,2,0,6,2,7,7,3,4,3,2,2,4,3,5,1,3,5,16,8,11,10,11,9,15,16,13,11,7,15,16,16,14,12,6,12,16,20,9,6,8,16,11,12,12,14,9,9,6,6,8,11,3,5,5,6,4,2,3,1,1,2,3,2,3,2,6
"4171","S01010676",5,13,7,8,10,11,17,12,7,10,7,11,11,8,10,7,7,5,8,7,11,15,12,9,10,17,12,7,3,4,7,12,10,15,11,10,9,10,13,5,19,7,10,16,9,20,15,13,5,10,19,15,11,10,12,11,9,20,17,17,19,19,19,20,21,18,12,14,8,16,14,15,8,14,18,7,8,8,6,12,3,4,2,3,3,5,2,2,0,0,4
"4172","S01010677",3,2,7,3,6,3,4,3,10,3,4,8,3,5,8,8,11,4,6,3,3,3,3,3,3,7,7,2,1,0,5,3,6,1,6,3,1,4,0,8,5,5,5,6,6,5,8,6,6,10,12,10,12,8,8,12,6,14,6,6,16,5,20,6,4,12,16,11,2,7,4,4,7,8,4,8,5,6,4,5,2,5,0,1,2,3,5,3,2,2,4
"4173","S01010678",8,2,6,7,2,4,5,3,7,5,1,7,7,10,9,7,8,11,6,5,4,7,0,3,8,4,6,1,1,4,0,1,0,6,2,5,4,5,14,10,5,3,9,9,12,15,7,12,14,14,18,9,12,9,10,9,14,20,17,14,13,6,4,9,4,13,9,9,9,4,9,3,7,12,5,5,5,10,3,6,1,5,2,1,0,0,3,4,0,4,6
"4174","S01010679",2,8,6,5,7,4,9,3,4,3,4,5,2,6,4,2,6,7,7,7,5,5,7,9,13,1,4,8,5,4,5,6,9,2,4,6,2,8,2,2,3,10,12,10,8,5,6,10,4,6,8,12,12,7,7,6,4,18,14,11,12,13,15,10,8,11,8,4,9,3,7,7,6,4,2,3,4,3,9,6,10,5,3,5,6,3,5,2,3,4,14
"4175","S01010680",5,9,6,10,9,1,7,4,4,8,6,7,5,4,6,10,6,8,7,3,5,11,8,4,8,3,7,5,7,8,5,6,10,2,9,6,5,5,11,12,6,6,12,11,4,4,4,11,5,12,6,10,12,9,11,11,17,10,6,9,15,6,18,14,18,11,8,6,3,6,6,12,4,8,5,2,7,5,8,6,1,1,3,3,1,3,8,7,4,4,4
"4176","S01010681",14,19,15,22,17,19,14,10,20,19,16,11,25,10,13,20,19,21,10,18,11,12,18,15,22,20,13,15,20,15,18,16,19,16,11,16,11,23,18,15,11,23,19,16,12,15,21,16,15,18,13,18,10,17,22,18,11,16,15,12,14,13,9,17,11,11,10,10,4,5,4,7,7,6,5,6,2,4,6,3,0,6,8,4,1,2,7,2,2,3,14
"4177","S01010682",10,7,13,5,15,7,12,13,12,15,11,7,14,19,15,18,10,13,7,11,5,5,13,5,6,1,3,6,1,9,16,9,10,6,13,10,14,3,8,7,10,15,6,21,10,20,17,17,26,21,23,15,18,11,15,22,23,18,18,16,18,21,19,11,16,14,14,21,9,16,7,12,10,11,6,9,6,7,5,4,2,4,1,3,1,2,2,3,1,2,3
"4178","S01010683",14,12,8,12,14,15,11,5,12,7,9,8,9,10,6,11,8,6,10,6,8,3,10,8,5,1,7,4,4,11,12,5,5,11,4,11,9,10,11,10,9,12,13,14,16,14,17,13,13,26,17,17,33,14,10,19,15,19,15,18,18,26,19,15,24,20,20,15,24,19,15,11,4,9,8,11,6,8,9,4,8,5,4,6,6,7,5,0,2,6,10
"4179","S01010684",4,4,5,5,1,2,1,7,6,6,7,6,8,2,10,13,3,3,7,5,5,1,6,1,0,5,7,7,1,3,4,10,7,3,2,6,5,6,5,6,12,6,8,14,5,12,1,15,13,12,14,18,14,9,14,14,20,15,16,20,15,13,27,15,25,12,14,13,20,12,18,18,16,5,6,9,8,6,0,3,9,6,5,6,5,2,5,3,2,2,6
"4180","S01010685",6,3,0,0,2,1,0,7,3,1,5,3,3,2,7,5,5,3,8,5,5,4,7,6,6,2,3,3,12,6,0,7,4,1,3,0,2,4,6,4,4,8,6,8,7,6,6,6,7,10,15,9,16,12,12,17,13,11,12,12,20,15,22,14,12,21,19,16,14,10,7,4,5,8,4,12,4,7,5,3,2,2,5,7,2,3,2,3,1,1,5
"4181","S01010686",6,2,2,7,3,5,2,11,5,7,8,8,13,5,10,9,9,7,12,12,1,2,5,2,9,4,8,3,8,2,4,5,7,1,5,6,10,3,7,9,7,5,12,8,6,11,14,17,10,15,16,17,18,15,13,16,9,20,11,7,23,17,10,13,16,8,13,6,5,11,6,11,6,12,6,6,8,8,5,5,8,2,2,8,6,2,1,2,4,3,0
"4182","S01010687",8,8,6,13,13,6,7,8,8,10,2,7,8,10,15,9,5,13,5,4,4,6,6,1,4,8,6,4,4,11,4,6,12,8,4,9,9,16,10,10,9,13,8,10,9,11,6,7,10,9,10,8,18,17,15,10,12,15,12,19,14,17,15,23,18,19,12,14,19,11,19,4,15,6,7,9,11,4,12,6,8,2,4,6,5,0,3,6,6,2,18
"4183","S01010688",3,6,4,5,4,1,5,6,5,6,4,8,8,3,4,7,2,11,7,9,8,4,9,3,8,5,4,4,7,7,10,7,6,3,9,1,6,6,4,8,9,5,7,12,7,6,4,16,17,12,15,12,10,9,11,20,14,19,17,16,22,10,8,14,7,10,14,13,12,14,15,12,12,7,12,8,5,2,2,4,4,1,4,8,3,3,2,2,2,5,2
"4184","S01010689",5,3,8,6,8,3,5,6,3,6,6,6,4,5,8,5,7,10,8,2,1,3,5,2,6,4,3,2,4,2,3,9,4,4,3,4,10,4,1,6,6,9,3,7,9,12,10,11,12,9,13,8,14,11,15,9,17,18,19,8,7,13,22,19,20,22,18,20,19,11,9,13,12,18,7,7,13,9,6,7,8,11,10,12,6,11,5,1,4,0,11
"4185","S01010690",1,3,6,5,8,3,5,4,9,8,4,6,14,6,8,9,15,10,0,8,5,8,1,3,8,10,1,2,4,8,10,10,8,7,2,8,7,1,4,8,3,11,12,8,4,9,12,8,11,6,20,8,15,13,8,1,9,10,10,7,15,8,11,10,7,10,12,13,7,8,5,7,6,2,1,4,2,10,7,8,6,6,7,5,4,7,10,1,0,5,8
"4186","S01010691",8,3,6,2,9,7,7,9,11,10,8,6,9,13,11,13,6,9,9,7,0,6,3,1,5,3,2,3,9,4,6,8,8,10,5,8,5,6,1,4,8,9,14,9,8,11,13,13,11,19,15,17,12,11,16,14,21,17,11,11,18,15,9,11,15,21,5,12,12,14,13,11,8,8,6,9,3,5,6,3,5,4,4,5,4,0,2,4,3,0,2
"4187","S01010692",10,6,9,6,10,9,15,7,11,6,5,9,10,6,12,13,12,7,12,7,2,7,5,9,11,13,11,8,5,8,1,8,3,6,9,10,12,9,6,12,15,13,15,8,12,16,19,12,12,13,14,14,10,14,13,13,10,10,11,5,11,8,9,5,8,3,9,2,5,6,7,4,3,4,5,3,4,4,3,3,3,9,4,1,5,5,1,4,3,2,10
"4188","S01010693",5,1,3,2,5,3,2,4,2,5,2,11,5,8,6,7,6,12,6,0,2,3,3,2,0,1,2,3,4,1,5,0,2,1,3,1,2,2,4,6,5,4,8,9,9,8,8,10,10,20,6,8,11,7,6,12,10,4,12,9,5,10,7,4,4,13,13,14,5,10,5,9,5,6,4,9,4,5,0,3,2,5,2,1,1,2,1,1,0,2,1
"4189","S01010694",7,1,0,2,1,1,3,1,5,3,7,5,5,6,8,0,5,8,4,3,6,5,3,5,7,1,4,6,0,6,5,0,3,4,3,2,5,5,2,3,6,0,6,4,3,9,4,13,9,8,9,11,12,9,10,10,11,10,10,8,10,13,13,11,19,13,13,4,4,15,11,10,11,6,7,10,9,7,9,9,9,11,10,4,5,3,4,1,1,3,8
"4190","S01010695",1,3,7,7,4,9,10,8,2,10,7,6,12,5,11,11,2,14,9,10,7,6,0,10,3,4,8,3,4,2,12,4,7,8,2,7,4,6,10,12,3,8,11,11,8,17,14,12,10,17,10,10,18,17,9,16,15,17,9,10,14,8,11,13,15,9,7,8,9,16,10,9,3,8,5,6,5,10,10,14,3,3,3,3,2,2,7,3,1,3,5
"4191","S01010696",10,18,6,13,15,10,13,3,12,10,8,24,7,25,10,16,8,9,15,8,10,9,19,7,14,8,9,18,8,19,4,20,9,12,9,8,9,10,13,6,17,6,12,17,13,12,17,19,21,16,18,17,16,16,21,16,10,7,8,9,12,17,14,7,12,12,8,17,3,12,12,12,10,8,11,7,6,6,10,11,6,6,7,8,7,5,6,6,5,2,20
"4192","S01010697",10,11,6,10,14,20,16,11,20,9,11,15,11,13,15,27,8,10,10,12,14,10,2,5,6,5,9,8,8,0,10,10,10,7,6,10,10,12,14,10,20,16,23,13,26,25,18,26,21,29,16,13,17,21,21,18,20,18,19,15,12,11,11,15,20,21,20,19,18,22,18,14,11,13,12,6,20,10,3,8,8,7,4,3,7,4,1,2,5,0,7
"4193","S01010698",6,8,5,6,11,10,6,9,10,10,11,12,11,14,16,12,12,9,15,6,4,0,6,5,3,7,5,4,8,7,9,8,7,8,7,5,6,5,4,7,10,9,19,9,13,14,6,13,18,16,14,9,11,15,12,14,19,16,14,15,11,7,13,11,12,11,14,14,15,15,12,7,12,6,8,5,5,6,4,5,6,1,3,4,0,3,1,3,0,0,3
"4194","S01010699",6,8,7,6,9,7,9,6,9,4,13,6,5,10,7,7,9,4,8,5,7,5,5,4,6,4,8,2,3,3,5,11,5,5,5,11,8,5,5,7,8,9,13,15,12,14,7,14,13,12,15,6,7,14,12,18,10,8,17,7,10,5,17,7,8,9,7,8,10,7,7,2,4,3,4,1,3,4,3,2,2,0,3,0,0,2,3,1,1,0,1
"4195","S01010700",7,9,5,7,8,7,8,5,5,4,2,9,6,11,7,8,8,7,3,4,10,3,6,2,5,3,4,4,7,4,10,5,2,9,2,3,5,11,12,11,7,11,7,7,14,6,10,9,13,10,10,8,12,7,5,11,7,13,8,11,11,6,12,19,10,11,15,12,6,6,3,9,5,6,5,3,2,2,4,5,2,6,2,3,5,0,0,2,1,3,6
"4196","S01010701",9,10,11,11,10,18,18,9,15,7,17,13,13,16,17,19,18,14,15,12,5,11,13,12,11,9,9,16,4,10,15,16,10,12,10,7,8,15,6,9,6,9,11,24,11,14,25,26,24,6,19,8,13,16,13,16,24,16,13,12,21,13,16,18,10,13,13,18,11,14,8,10,4,9,13,5,3,7,4,6,7,4,1,3,2,3,5,3,7,2,6
"4197","S01010702",9,7,5,7,9,8,5,11,5,7,7,10,8,7,14,9,10,8,11,10,7,16,11,9,4,4,6,12,7,13,11,10,9,6,18,3,10,10,15,6,12,13,10,9,15,15,9,12,14,16,18,8,20,13,18,27,15,14,26,21,14,19,20,14,16,23,28,14,14,13,15,16,9,10,6,3,14,9,6,12,11,6,9,9,9,4,8,4,4,2,30
"4198","S01010703",8,4,5,3,4,2,5,5,8,9,11,9,5,7,10,9,11,10,15,10,5,7,10,5,6,6,7,2,2,4,4,2,3,10,8,4,8,8,1,5,8,12,6,14,13,17,8,16,20,17,11,10,10,12,22,14,17,12,13,23,12,14,10,11,11,13,13,9,10,12,8,11,13,10,14,7,12,4,5,9,6,5,6,3,4,3,1,5,0,0,1
"4199","S01010704",6,6,11,7,6,6,8,8,13,7,8,12,4,9,14,4,8,10,2,3,7,8,4,6,2,4,3,6,4,8,6,6,8,4,13,7,6,5,3,11,6,10,9,9,12,14,8,13,7,12,6,16,11,6,7,17,10,5,7,8,6,5,7,6,8,9,8,10,9,12,9,5,8,11,11,3,9,3,3,2,9,5,1,6,4,2,6,2,3,1,7
"4200","S01010705",14,14,12,15,11,12,15,15,12,9,17,15,21,9,18,18,10,8,17,10,14,12,11,10,9,12,16,14,14,14,20,20,13,11,16,13,10,14,19,17,15,12,16,22,21,18,21,30,18,25,14,19,14,20,12,14,13,9,8,16,18,11,17,13,11,13,13,11,11,14,11,11,9,9,9,7,6,9,4,9,5,6,5,3,0,3,2,2,3,1,6
"4201","S01010706",9,18,10,12,10,16,15,6,8,9,10,5,7,5,13,7,9,5,5,7,6,9,6,12,1,8,14,8,14,16,12,11,24,14,10,7,12,4,9,9,12,11,12,9,9,10,13,11,9,12,8,11,7,7,7,8,6,8,6,14,9,14,5,13,10,5,8,3,0,5,7,8,5,4,2,5,4,7,8,3,4,4,5,6,3,4,2,0,0,2,17
"4202","S01010707",4,5,5,3,7,4,11,5,7,8,5,4,10,3,8,10,10,5,11,3,8,4,9,8,9,11,9,4,4,4,4,8,7,6,7,6,2,4,6,10,4,6,2,8,10,10,9,10,19,14,23,18,13,14,10,13,9,8,4,15,7,9,15,18,14,14,17,7,19,11,13,5,7,11,4,5,3,2,8,4,8,2,1,5,6,3,1,0,0,0,6
"4203","S01010708",4,2,2,5,4,3,5,5,8,6,5,9,8,3,5,7,4,5,7,7,5,4,8,5,1,9,7,7,6,0,5,7,11,4,3,4,6,6,4,2,8,9,9,5,9,8,9,8,6,7,6,8,14,14,14,10,9,7,6,4,13,6,5,8,8,6,14,3,7,11,6,7,7,0,9,0,8,4,5,2,5,6,2,3,4,1,2,1,1,2,1
"4204","S01010709",9,8,10,9,5,15,10,6,4,8,8,16,3,10,12,10,13,10,13,8,11,5,6,2,10,6,10,14,11,14,8,12,7,3,8,14,5,7,12,8,12,15,11,8,9,15,8,12,12,19,14,14,16,12,7,14,6,14,11,5,7,8,4,14,11,4,4,6,7,9,7,7,4,1,1,6,5,3,4,8,4,3,3,5,6,7,0,5,1,2,2
"4205","S01010710",10,12,18,15,13,10,20,8,19,7,11,14,5,7,9,10,5,7,9,15,6,13,14,8,6,9,14,11,11,7,13,10,10,16,6,10,9,9,7,7,1,6,5,10,7,12,9,10,12,11,7,13,7,5,10,15,17,12,6,8,10,15,3,18,6,12,15,7,5,7,10,4,5,5,9,5,4,5,5,5,4,5,1,2,7,5,2,5,3,1,2
"4206","S01010711",9,6,5,9,8,13,8,12,8,8,6,14,7,10,18,11,11,10,4,8,7,4,5,8,10,12,10,12,8,5,7,6,2,4,3,5,6,8,8,4,6,19,9,13,18,19,12,13,17,11,8,10,14,21,15,10,16,11,9,10,20,14,12,16,10,7,12,8,11,13,6,4,2,7,6,7,4,8,11,6,5,8,2,2,5,3,3,3,1,0,6
"4207","S01010712",5,9,4,5,13,8,4,11,11,17,11,13,11,9,15,12,21,15,14,11,6,16,10,6,10,7,5,10,6,5,12,13,5,12,3,3,11,6,6,9,3,7,8,9,15,14,19,16,9,14,16,14,11,12,7,6,14,8,10,10,10,4,7,9,8,7,8,7,6,5,5,1,5,6,4,2,2,2,1,3,4,2,0,0,2,2,2,1,0,0,4
"4208","S01010713",4,19,9,13,10,9,14,10,12,12,6,10,12,9,26,12,7,9,9,5,6,8,7,13,8,12,12,11,13,14,11,18,18,9,20,11,16,12,9,8,6,18,6,8,7,10,10,6,5,8,3,10,12,15,10,9,21,7,10,11,11,14,13,10,12,13,10,5,5,7,8,2,3,4,3,4,7,6,2,0,2,7,9,5,3,1,1,2,1,0,0
"4209","S01010714",6,10,11,9,15,7,3,7,7,7,1,7,10,7,10,7,10,10,6,11,6,7,8,8,10,9,14,3,15,9,11,12,6,8,11,6,10,14,6,10,12,8,13,5,9,6,12,10,17,5,10,6,9,5,15,7,6,3,11,11,11,9,14,5,12,11,10,9,12,9,6,5,7,7,9,8,5,10,6,3,4,5,3,6,4,9,6,1,3,1,5
"4210","S01010715",11,4,10,6,9,5,9,5,9,4,8,5,14,7,6,9,10,4,10,5,2,7,9,6,10,10,12,7,6,9,12,7,12,10,5,5,8,8,7,8,4,10,3,8,10,2,17,12,4,8,12,5,13,12,6,9,10,11,13,14,10,9,9,8,10,7,5,13,7,7,14,7,12,3,6,7,6,9,6,6,2,11,4,7,4,2,4,1,0,1,3
"4211","S01010716",10,16,7,8,4,3,14,5,2,4,5,4,2,6,7,10,10,13,11,11,17,11,8,12,18,14,12,18,11,15,22,19,13,8,14,5,10,10,12,15,4,8,19,15,3,7,7,13,10,7,8,20,15,15,11,15,11,9,17,11,4,9,15,11,9,7,10,10,6,6,7,9,3,7,5,9,8,7,9,9,7,12,6,7,6,5,6,8,8,9,21
"4212","S01010717",4,3,3,4,4,2,3,4,1,6,3,5,5,8,12,4,10,9,11,6,6,7,1,7,8,5,10,10,1,1,4,5,3,11,8,5,7,6,2,6,7,2,4,11,8,4,9,5,9,12,9,7,7,17,5,6,7,10,14,8,8,7,10,18,14,10,13,16,10,10,10,11,4,9,8,6,5,4,8,9,4,2,4,2,10,3,1,2,2,2,1
"4213","S01010718",9,18,11,14,13,10,15,9,15,9,15,5,15,13,11,12,11,8,9,9,5,5,10,8,8,13,13,15,15,13,6,10,8,8,14,6,14,11,14,5,9,25,12,9,11,14,15,7,15,8,18,10,16,20,9,13,17,13,12,15,19,18,15,13,13,15,13,9,9,6,11,6,6,6,8,6,6,6,5,2,5,2,8,4,2,4,1,0,3,2,3
"4214","S01010719",4,9,9,9,8,4,6,4,8,3,5,10,5,6,5,8,10,6,11,6,9,8,7,6,9,5,5,1,6,2,7,4,7,5,4,5,3,8,7,6,7,4,9,7,8,10,15,2,13,8,11,7,13,8,11,6,6,13,16,19,8,5,5,6,13,11,10,4,5,10,7,5,4,7,7,12,9,8,6,4,9,6,3,7,6,4,6,5,5,5,9
"4215","S01010720",8,5,8,5,4,7,4,10,8,7,7,9,10,3,6,13,10,14,8,8,5,2,3,6,1,2,10,2,9,3,4,4,5,13,7,6,5,4,7,5,12,9,13,9,6,14,14,11,12,12,12,8,13,7,6,9,11,15,7,18,16,17,13,12,16,17,21,13,8,17,10,20,12,5,13,5,13,10,12,7,4,7,9,5,9,6,5,4,3,6,12
"4216","S01010721",5,5,7,10,4,9,7,4,2,5,7,5,4,8,8,8,4,10,5,2,6,6,4,5,8,8,6,6,5,3,0,11,8,5,3,5,2,11,11,6,7,7,5,15,7,7,6,16,12,6,11,10,9,10,4,9,10,9,10,14,9,10,12,10,15,20,12,10,11,16,11,11,4,4,7,5,6,7,8,5,5,7,8,5,6,0,1,2,1,1,1
"4217","S01010722",4,8,5,8,4,9,6,6,6,10,13,9,16,16,14,13,6,17,11,6,1,7,4,6,5,5,13,4,5,13,10,7,5,8,9,12,5,7,10,9,6,24,19,13,16,15,7,9,13,10,14,12,17,9,11,10,6,13,5,15,15,13,17,9,13,15,20,13,10,11,5,5,9,10,7,5,11,7,3,4,8,10,7,7,8,5,2,2,2,3,14
"4218","S01010723",4,6,7,4,6,4,8,15,9,13,12,13,18,10,11,16,24,22,14,17,6,4,11,12,7,2,12,2,6,3,5,4,7,4,6,2,2,9,4,11,12,12,18,7,25,22,17,18,20,30,17,18,21,18,23,9,13,12,14,9,5,15,14,6,18,18,14,17,3,12,10,5,6,5,6,3,3,6,7,4,2,5,2,1,1,1,3,0,1,0,2
"4219","S01010724",12,5,16,13,7,8,14,19,15,5,2,14,17,9,12,17,13,10,16,7,9,3,9,9,8,10,7,10,8,9,18,6,11,11,7,10,8,6,7,9,7,12,11,12,12,12,16,18,13,14,15,16,18,16,20,20,13,18,18,18,11,17,10,6,11,18,7,8,10,8,7,7,8,4,9,10,5,5,6,5,3,5,8,6,4,2,2,1,1,6,5
"4220","S01010725",5,7,8,9,3,7,6,12,8,6,6,8,5,8,5,7,10,4,12,6,4,11,4,6,7,9,3,12,3,10,7,5,9,10,6,4,4,7,9,8,8,9,6,9,15,17,8,18,12,8,25,11,13,13,17,18,19,16,12,17,7,17,9,10,8,15,16,17,14,11,8,7,5,9,5,11,7,2,5,3,5,2,1,1,1,2,3,3,2,1,5
"4221","S01010726",5,5,4,9,6,7,9,5,12,12,11,7,10,6,12,5,14,8,8,10,10,5,12,7,10,2,4,6,8,8,5,9,4,9,6,9,7,8,12,8,11,11,9,15,13,11,8,13,13,10,11,18,20,15,15,17,11,13,12,11,18,25,17,11,18,18,19,9,15,15,20,14,17,10,10,22,9,12,6,6,7,8,9,5,9,2,4,2,3,1,12
