"","dz2011","simd2020_inc_rate"
"2222","S01008727",0.05
"2223","S01008728",0.14
"2224","S01008729",0.04
"2225","S01008730",0.13
"2226","S01008731",0.14
"2227","S01008732",0.17
"2228","S01008733",0.07
"2229","S01008734",0.07
"2230","S01008735",0.02
"2231","S01008736",0.07
"2232","S01008737",0.02
"2233","S01008738",0.03
"2234","S01008739",0.07
"2235","S01008740",0.03
"2236","S01008741",0.03
"2237","S01008742",0.09
"2238","S01008743",0.17
"2239","S01008744",0.11
"2240","S01008745",0.03
"2241","S01008746",0.22
"2242","S01008747",0.03
"2243","S01008748",0.03
"2244","S01008749",0.04
"2245","S01008750",0.02
"2246","S01008751",0.12
"2247","S01008752",0.31
"2248","S01008753",0.23
"2249","S01008754",0.13
"2250","S01008755",0.17
"2251","S01008756",0.21
"2252","S01008757",0.34
"2253","S01008758",0.24
"2254","S01008759",0.24
"2255","S01008760",0.33
"2256","S01008761",0.07
"2257","S01008762",0.05
"2258","S01008763",0.04
"2259","S01008764",0.09
"2260","S01008765",0.06
"2261","S01008766",0.05
"2262","S01008767",0.13
"2263","S01008768",0.14
"2264","S01008769",0.08
"2265","S01008770",0.03
"2266","S01008771",0.1
"2267","S01008772",0.08
"2268","S01008773",0.14
"2269","S01008774",0.16
"2270","S01008775",0.08
"2271","S01008776",0.2
"2272","S01008777",0.26
"2273","S01008778",0.1
"2274","S01008779",0.03
"2275","S01008780",0.09
"2276","S01008781",0.16
"2277","S01008782",0.14
"2278","S01008783",0.05
"2279","S01008784",0.12
"2280","S01008785",0.22
"2281","S01008786",0.12
"2282","S01008787",0.43
"2283","S01008788",0.05
"2284","S01008789",0.23
"2285","S01008790",0.14
"2286","S01008791",0.08
"2287","S01008792",0.12
"2288","S01008793",0.18
"2289","S01008794",0.17
"2290","S01008795",0.06
"2291","S01008796",0.14
"2292","S01008797",0.07
"2293","S01008798",0.11
"2294","S01008799",0.09
"2295","S01008800",0.07
"2296","S01008801",0.07
"2297","S01008802",0.09
"2298","S01008803",0.16
"2299","S01008804",0.14
"2300","S01008805",0.04
"2301","S01008806",0.07
"2302","S01008807",0.09
"2303","S01008808",0.1
"2304","S01008809",0.02
"2305","S01008810",0.03
"2306","S01008811",0.02
"2307","S01008812",0.02
"2308","S01008813",0.15
"2309","S01008814",0.05
"2310","S01008815",0.11
"2311","S01008816",0.07
"2312","S01008817",0.13
"2313","S01008818",0.04
"2314","S01008819",0.04
"2315","S01008820",0.16
"2316","S01008821",0.06
"2317","S01008822",0.03
"2318","S01008823",0.03
"2319","S01008824",0.03
"2320","S01008825",0.02
"2321","S01008826",0.08
"2322","S01008827",0.02
"2323","S01008828",0.04
"2324","S01008829",0.05
"2325","S01008830",0.02
"2326","S01008831",0.02
"2327","S01008832",0.02
"2328","S01008833",0.05
"2329","S01008834",0.01
"2330","S01008835",0.04
"2331","S01008836",0.12
"2332","S01008837",0.06
"2333","S01008838",0.04
"2334","S01008839",0.05
"2335","S01008840",0.02
"2336","S01008841",0.03
"2337","S01008842",0.02
"2338","S01008843",0.04
"2339","S01008844",0.05
"2340","S01008845",0.02
"2341","S01008846",0.06
"2342","S01008847",0.02
"2343","S01008848",0.05
"2344","S01008849",0.01
"2345","S01008850",0.02
"2346","S01008851",0.1
"2347","S01008852",0.02
"2348","S01008853",0.03
"2349","S01008854",0.01
"2350","S01008855",0.02
"2351","S01008856",0.03
"2352","S01008857",0.04
"2353","S01008858",0.04
"2354","S01008859",0.06
"2355","S01008860",0.06
"2356","S01008861",0.01
"2357","S01008862",0.05
"2358","S01008863",0.04
"2359","S01008864",0.01
"2360","S01008865",0.02
"2361","S01008866",0.02
"2362","S01008867",0.01
"2363","S01008868",0.05
"2364","S01008869",0.04
"2365","S01008870",0.02
"2366","S01008871",0.02
"2367","S01008872",0.03
"2368","S01008873",0.01
"2369","S01008874",0.04
"2370","S01008875",0.05
"2371","S01008876",0.02
"2372","S01008877",0.02
"2373","S01008878",0.1
"2374","S01008879",0.06
"2375","S01008880",0.04
"2376","S01008881",0.01
"2377","S01008882",0.02
"2378","S01008883",0.01
"2379","S01008884",0.01
"2380","S01008885",0.01
"2381","S01008886",0.01
"2382","S01008887",0.02
"2383","S01008888",0.02
"2384","S01008889",0.02
"2385","S01008890",0.04
"2386","S01008891",0.01
"2387","S01008892",0.06
"2388","S01008893",0.02
"2389","S01008894",0.01
"2390","S01008895",0.02
"2391","S01008896",0.01
"2392","S01008897",0.01
"2393","S01008898",0.01
"2394","S01008899",0.25
"2395","S01008900",0.13
"2396","S01008901",0.14
"2397","S01008902",0.18
"2398","S01008903",0.14
"2399","S01008904",0.21
"2400","S01008905",0.22
"2401","S01008906",0.21
"2402","S01008907",0.24
"2403","S01008908",0.16
"2404","S01008909",0.15
"2405","S01008910",0.1
"2406","S01008911",0.05
"2407","S01008912",0.02
"2408","S01008913",0.06
"2409","S01008914",0.08
"2410","S01008915",0.04
"2411","S01008916",0.24
"2412","S01008917",0.25
"2413","S01008918",0.29
"2414","S01008919",0.32
"2415","S01008920",0.06
"2416","S01008921",0.32
"2417","S01008922",0.22
"2418","S01008923",0.19
"2419","S01008924",0.23
"2420","S01008925",0.18
"2421","S01008926",0.1
"2422","S01008927",0.11
"2423","S01008928",0.14
"2424","S01008929",0.43
"2425","S01008930",0.37
"2426","S01008931",0.21
"2427","S01008932",0.1
"2428","S01008933",0.29
"2429","S01008934",0.19
"2430","S01008935",0.03
"2431","S01008936",0.02
"2432","S01008937",0.04
"2433","S01008938",0.03
"2434","S01008939",0.02
"2435","S01008940",0.01
"2436","S01008941",0.02
"2437","S01008942",0.04
"2438","S01008943",0.01
"2439","S01008944",0.01
"2440","S01008945",0.02
"2441","S01008946",0.02
"2442","S01008947",0.02
"2443","S01008948",0.04
"2444","S01008949",0.12
"2445","S01008950",0.07
"2446","S01008951",0.18
"2447","S01008952",0.22
"2448","S01008953",0.15
"2449","S01008954",0.14
"2450","S01008955",0.06
"2451","S01008956",0.05
"2452","S01008957",0.12
"2453","S01008958",0.13
"2454","S01008959",0.1
"2455","S01008960",0.02
"2456","S01008961",0.03
"2457","S01008962",0.04
"2458","S01008963",0.01
"2459","S01008964",0.03
"2460","S01008965",0.02
"2461","S01008966",0.02
"2462","S01008967",0.02
"2463","S01008968",0.03
"2464","S01008969",0.05
"2465","S01008970",0.02
"2466","S01008971",0.02
"2467","S01008972",0.01
"2468","S01008973",0.03
"2469","S01008974",0.03
"2470","S01008975",0.11
"2471","S01008976",0.02
"2472","S01008977",0.01
"2473","S01008978",0.03
"2474","S01008979",0.09
"2475","S01008980",0.12
"2476","S01008981",0.02
"2477","S01008982",0.08
"2478","S01008983",0.11
"2479","S01008984",0.08
"2480","S01008985",0.07
"2481","S01008986",0.02
"2482","S01008987",0.02
"2483","S01008988",0.07
"2484","S01008989",0.03
"2485","S01008990",0.06
"2486","S01008991",0.05
"2487","S01008992",0.11
"2488","S01008993",0.04
"2489","S01008994",0.11
"2490","S01008995",0.02
"2491","S01008996",0.08
"2492","S01008997",0.07
"2493","S01008998",0.19
"2494","S01008999",0.11
"2495","S01009000",0.04
"2496","S01009001",0.06
"2497","S01009002",0.05
"2498","S01009003",0.06
"2499","S01009004",0.06
"2500","S01009005",0.07
"2501","S01009006",0.06
"2502","S01009007",0.07
"2503","S01009008",0.05
"2504","S01009009",0.2
"2505","S01009010",0.04
"2506","S01009011",0.01
"2507","S01009012",0.01
"2508","S01009013",0.01
"2509","S01009014",0.12
"2510","S01009015",0.07
"2511","S01009016",0.12
"2512","S01009017",0.11
"2513","S01009018",0.08
"2514","S01009019",0.06
"2515","S01009020",0.08
"2516","S01009021",0.08
"2517","S01009022",0.09
"2518","S01009023",0.1
"2519","S01009024",0.1
"2520","S01009025",0.13
"2521","S01009026",0.09
"2522","S01009027",0.11
"2523","S01009028",0.12
"2524","S01009029",0.1
"2525","S01009030",0.11
"2526","S01009031",0.12
"2527","S01009032",0.12
"2528","S01009033",0.13
"2529","S01009034",0.06
"2530","S01009035",0.06
"2531","S01009036",0.07
"2532","S01009037",0.09
"2533","S01009038",0.08
"2534","S01009039",0.17
"2535","S01009040",0.15
"2536","S01009041",0.18
"2537","S01009042",0.09
"2538","S01009043",0.08
"2539","S01009044",0.12
"2540","S01009045",0.08
"2541","S01009046",0.09
"2542","S01009047",0.07
"2543","S01009048",0.05
"2544","S01009049",0.08
"2545","S01009050",0.1
"2546","S01009051",0.1
"2547","S01009052",0.09
"2548","S01009053",0.36
"2549","S01009054",0.12
"2550","S01009055",0.04
"2551","S01009056",0.14
"2552","S01009057",0.26
"2553","S01009058",0.17
"2554","S01009059",0.1
"2555","S01009060",0.01
"2556","S01009061",0.1
"2557","S01009062",0.19
"2558","S01009063",0.05
"2559","S01009064",0.13
"2560","S01009065",0.25
"2561","S01009066",0.15
"2562","S01009067",0.02
"2563","S01009068",0.12
"2564","S01009069",0.03
"2565","S01009070",0.05
"2566","S01009071",0.12
"2567","S01009072",0.07
"2568","S01009073",0.09
"2569","S01009074",0.16
"2570","S01009075",0.14
"2571","S01009076",0.07
"2572","S01009077",0.11
"2573","S01009078",0.02
"2574","S01009079",0.19
"2575","S01009080",0.16
"2576","S01009081",0.1
"2577","S01009082",0.16
"2578","S01009083",0.11
"2579","S01009084",0.05
"2580","S01009085",0.02
"2581","S01009086",0.12
"2582","S01009087",0.18
"2583","S01009088",0.05
"2584","S01009089",0.01
"2585","S01009090",0.05
"2586","S01009091",0.03
"2587","S01009092",0.08
"2588","S01009093",0.17
"2589","S01009094",0.01
"2590","S01009095",0.07
"2591","S01009096",0.08
"2592","S01009097",0.02
"2593","S01009098",0.02
"2594","S01009099",0.11
"2595","S01009100",0.18
"2596","S01009101",0.17
"2597","S01009102",0.25
"2598","S01009103",0.03
"2599","S01009104",0.12
"2600","S01009105",0.1
"2601","S01009106",0.11
"2602","S01009107",0.06
"2603","S01009108",0.02
"2604","S01009109",0.02
"2605","S01009110",0.1
"2606","S01009111",0.05
"2607","S01009112",0.02
"2608","S01009113",0.04
"2609","S01009114",0.08
"2610","S01009115",0.1
"2611","S01009116",0.01
"2612","S01009117",0.11
"2613","S01009118",0.04
"2614","S01009119",0.16
"2615","S01009120",0.14
"2616","S01009121",0.11
"2617","S01009122",0.05
"2618","S01009123",0.03
"2619","S01009124",0.06
"2620","S01009125",0.11
"2621","S01009126",0.37
"2622","S01009127",0.28
"2623","S01009128",0.33
"2624","S01009129",0.28
"2625","S01009130",0.13
"2626","S01009131",0.15
"2627","S01009132",0.1
"2628","S01009133",0.25
"2629","S01009134",0.1
"2630","S01009135",0.06
"2631","S01009136",0.04
"2632","S01009137",0.04
"2633","S01009138",0.05
"2634","S01009139",0.2
"2635","S01009140",0.17
"2636","S01009141",0.26
"2637","S01009142",0.21
"2638","S01009143",0.27
"2639","S01009144",0.02
"2640","S01009145",0.12
"2641","S01009146",0.17
"2642","S01009147",0.22
"2643","S01009148",0.18
"2644","S01009149",0.08
"2645","S01009150",0.23
"2646","S01009151",0.09
"2647","S01009152",0.17
"2648","S01009153",0.09
"2649","S01009154",0.05
"2650","S01009155",0.05
"2651","S01009156",0.03
"2652","S01009157",0.15
"2653","S01009158",0.13
"2654","S01009159",0.35
"2655","S01009160",0.19
"2656","S01009161",0.24
"2657","S01009162",0.22
"2658","S01009163",0.13
"2659","S01009164",0.13
"2660","S01009165",0.21
"2661","S01009166",0.21
"2662","S01009167",0.22
"2663","S01009168",0.02
"2664","S01009169",0.23
"2665","S01009170",0.16
"2666","S01009171",0.2
"2667","S01009172",0.02
"2668","S01009173",0.05
"2669","S01009174",0.01
"2670","S01009175",0.02
"2671","S01009176",0.02
"2672","S01009177",0.21
"2673","S01009178",0.27
"2674","S01009179",0.16
"2675","S01009180",0.18
"2676","S01009181",0.16
"2677","S01009182",0.07
"2678","S01009183",0.05
"2679","S01009184",0.21
"2680","S01009185",0.16
"2681","S01009186",0.12
"2682","S01009187",0.03
"2683","S01009188",0.16
"2684","S01009189",0.2
"2685","S01009190",0.02
"2686","S01009191",0.01
"2687","S01009192",0.05
"2688","S01009193",0.03
"2689","S01009194",0.02
"2690","S01009195",0.05
"2691","S01009196",0.13
"2692","S01009197",0.03
"2693","S01009198",0.07
"2694","S01009199",0.05
"2695","S01009200",0.03
"2696","S01009201",0.12
"2697","S01009202",0.02
"2698","S01009203",0.3
"2699","S01009204",0.13
"2700","S01009205",0.03
"2701","S01009206",0.02
"2702","S01009207",0.04
"2703","S01009208",0.06
"2704","S01009209",0.04
"2705","S01009210",0.04
"2706","S01009211",0.1
"2707","S01009212",0.16
"2708","S01009213",0.14
"2709","S01009214",0.05
"2710","S01009215",0.15
"2711","S01009216",0.11
"2712","S01009217",0.22
"2713","S01009218",0.06
"2714","S01009219",0.12
"2715","S01009220",0.19
"2716","S01009221",0.12
"2717","S01009222",0.17
"2718","S01009223",0.1
"2719","S01009224",0.15
"2720","S01009225",0.14
"2721","S01009226",0.18
"2722","S01009227",0.16
"2723","S01009228",0.29
"2724","S01009229",0.11
"2725","S01009230",0.11
"2726","S01009231",0.05
"2727","S01009232",0.25
"2728","S01009233",0.12
"2729","S01009234",0.27
"2730","S01009235",0.18
"2731","S01009236",0.04
"2732","S01009237",0.02
"2733","S01009238",0.1
"2734","S01009239",0.16
"2735","S01009240",0.3
"2736","S01009241",0.27
"2737","S01009242",0.08
"2738","S01009243",0.1
"2739","S01009244",0.02
"2740","S01009245",0.04
"2741","S01009246",0.12
"2742","S01009247",0.09
"2743","S01009248",0.07
"2744","S01009249",0.18
"2745","S01009250",0.08
"2746","S01009251",0.1
"2747","S01009252",0.01
"2748","S01009253",0.13
"2749","S01009254",0.18
"2750","S01009255",0.16
"2751","S01009256",0.05
"2752","S01009257",0.08
"2753","S01009258",0.03
"2754","S01009259",0.05
"2755","S01009260",0.09
"2756","S01009261",0.21
"2757","S01009262",0.18
"2758","S01009263",0.03
"2759","S01009264",0.04
"2760","S01009265",0.15
"2761","S01009266",0.09
"2762","S01009267",0.08
"2763","S01009268",0.1
"2764","S01009269",0.24
"2765","S01009270",0.21
"2766","S01009271",0.03
"2767","S01009272",0.16
"2768","S01009273",0.02
"2769","S01009274",0.05
"2770","S01009275",0.14
"2771","S01009276",0.07
"2772","S01009277",0.03
"2773","S01009278",0.03
"2774","S01009279",0.06
"2775","S01009280",0.22
"2776","S01009281",0.18
"2777","S01009282",0.08
"2778","S01009283",0.09
"2779","S01009284",0.04
"2780","S01009285",0.03
"2781","S01009286",0.04
"2782","S01009287",0.04
"2783","S01009288",0.04
"2784","S01009289",0.03
"2785","S01009290",0.01
"2786","S01009291",0.02
"2787","S01009292",0.17
"2788","S01009293",0.08
"2789","S01009294",0.04
"2790","S01009295",0.02
"2791","S01009296",0.04
"2792","S01009297",0.02
"2793","S01009298",0.2
"2794","S01009299",0.1
"2795","S01009300",0.17
"2796","S01009301",0.22
"2797","S01009302",0.31
"2798","S01009303",0.07
"2799","S01009304",0.1
"2800","S01009305",0.14
"2801","S01009306",0.12
"2802","S01009307",0.13
"2803","S01009308",0.14
"2804","S01009309",0.08
"2805","S01009310",0.03
"2806","S01009311",0.2
"2807","S01009312",0.09
"2808","S01009313",0.2
"2809","S01009314",0.04
"2810","S01009315",0.11
"2811","S01009316",0.03
"2812","S01009317",0.02
"2813","S01009318",0.02
"2814","S01009319",0.03
"2815","S01009320",0.1
"2816","S01009321",0.01
"2817","S01009322",0.03
"2818","S01009323",0.09
"2819","S01009324",0.11
"2820","S01009325",0.06
"2821","S01009326",0.09
"2822","S01009327",0.05
"2823","S01009328",0.02
"2824","S01009329",0.04
"2825","S01009330",0.12
"2826","S01009331",0.07
"2827","S01009332",0.02
"2828","S01009333",0.15
"2829","S01009334",0.22
"2830","S01009335",0.22
"2831","S01009336",0.28
"2832","S01009337",0.27
"2833","S01009338",0.2
"2834","S01009339",0.28
"2835","S01009340",0.18
"2836","S01009341",0.19
"2837","S01009342",0.14
"2838","S01009343",0.08
"2839","S01009344",0.16
"2840","S01009345",0.07
"2841","S01009346",0.02
"2842","S01009347",0.02
"2843","S01009348",0.02
"2844","S01009349",0.03
"2845","S01009350",0.06
"2846","S01009351",0.02
"2847","S01009352",0.02
"2848","S01009353",0.01
"2849","S01009354",0.01
"2850","S01009355",0.02
"2851","S01009356",0.03
"2852","S01009357",0.01
"2853","S01009358",0.01
"2854","S01009359",0.02
"2855","S01009360",0.04
"2856","S01009361",0.05
"2857","S01009362",0.01
"2858","S01009363",0.12
"2859","S01009364",0.06
"2860","S01009365",0.1
"2861","S01009366",0.1
"2862","S01009367",0.12
"2863","S01009368",0.16
"2864","S01009369",0.09
"2865","S01009370",0.08
"2866","S01009371",0.09
"2867","S01009372",0.09
"2868","S01009373",0.14
"2869","S01009374",0.14
"2870","S01009375",0.14
"2871","S01009376",0.13
"2872","S01009377",0.05
"2873","S01009378",0.14
"2874","S01009379",0.07
"2875","S01009380",0.06
"2876","S01009381",0.06
"2877","S01009382",0.12
"2878","S01009383",0.12
"2879","S01009384",0.02
"2880","S01009385",0.05
"2881","S01009386",0.11
"2882","S01009387",0.11
"2883","S01009388",0.28
"2884","S01009389",0.07
"2885","S01009390",0.01
"2886","S01009391",0.02
"2887","S01009392",0.02
"2888","S01009393",0.03
"2889","S01009394",0.05
"2890","S01009395",0.02
"2891","S01009396",0.01
"2892","S01009397",0.02
"2893","S01009398",0.05
"2894","S01009399",0.02
"2895","S01009400",0.05
"2896","S01009401",0.02
"2897","S01009402",0.03
"2898","S01009403",0.07
"2899","S01009404",0.3
"2900","S01009405",0.03
"2901","S01009406",0.1
"2902","S01009407",0.08
"2903","S01009408",0.03
"2904","S01009409",0.11
"2905","S01009410",0.23
"2906","S01009411",0.18
"2907","S01009412",0.23
"2908","S01009413",0.12
"2909","S01009414",0.09
"2910","S01009415",0.18
"2911","S01009416",0.1
"2912","S01009417",0.06
"2913","S01009418",0.15
"2914","S01009419",0.2
"2915","S01009420",0.26
"2916","S01009421",0.27
"2917","S01009422",0.1
"2918","S01009423",0.04
"2919","S01009424",0.12
"2920","S01009425",0.1
"2921","S01009426",0.25
"2922","S01009427",0.22
"2923","S01009428",0.21
"2924","S01009429",0.26
"2925","S01009430",0.2
"2926","S01009431",0.19
"2927","S01009432",0.25
"2928","S01009433",0.29
"2929","S01009434",0.2
"2930","S01009435",0.33
"2931","S01009436",0.19
"2932","S01009437",0.18
"2933","S01009438",0.21
"2934","S01009439",0.23
"2935","S01009440",0.22
"2936","S01009441",0.18
"2937","S01009442",0.05
"2938","S01009443",0.13
"2939","S01009444",0.04
"2940","S01009445",0.15
"2941","S01009446",0.28
"2942","S01009447",0.15
"2943","S01009448",0.1
"2944","S01009449",0.17
"2945","S01009450",0.32
"2946","S01009451",0.28
"2947","S01009452",0.19
"2948","S01009453",0.17
"2949","S01009454",0.04
"2950","S01009455",0.05
"2951","S01009456",0.17
"2952","S01009457",0.06
"2953","S01009458",0.1
"2954","S01009459",0.18
"2955","S01009460",0.3
"2956","S01009461",0.01
"2957","S01009462",0.1
"2958","S01009463",0.1
"2959","S01009464",0.05
"2960","S01009465",0.1
"2961","S01009466",0.03
"2962","S01009467",0.02
"2963","S01009468",0.17
"2964","S01009469",0.06
"2965","S01009470",0.07
"2966","S01009471",0.43
"2967","S01009472",0.29
"2968","S01009473",0.27
"2969","S01009474",0.26
"2970","S01009475",0.03
"2971","S01009476",0.02
"2972","S01009477",0.08
"2973","S01009478",0.16
"2974","S01009479",0.12
"2975","S01009480",0.06
"2976","S01009481",0.09
"2977","S01009482",0.11
"2978","S01009483",0.11
"2979","S01009484",0.14
"2980","S01009485",0.15
"2981","S01009486",0.09
"2982","S01009487",0.24
"2983","S01009488",0.11
"2984","S01009489",0.26
"2985","S01009490",0.25
"2986","S01009491",0.16
"2987","S01009492",0.14
"2988","S01009493",0.02
"2989","S01009494",0.05
"2990","S01009495",0.02
"2991","S01009496",0.12
"2992","S01009497",0.13
"2993","S01009498",0.02
"2994","S01009499",0.12
"2995","S01009500",0.24
"2996","S01009501",0.17
"2997","S01009502",0.18
"2998","S01009503",0.15
"2999","S01009504",0.27
"3000","S01009505",0.3
"3001","S01009506",0.3
"3002","S01009507",0.13
"3003","S01009508",0.26
"3004","S01009509",0.23
"3005","S01009510",0.02
"3006","S01009511",0.02
"3007","S01009512",0.05
"3008","S01009513",0.02
"3009","S01009514",0.03
"3010","S01009515",0.16
"3011","S01009516",0.14
"3012","S01009517",0.04
"3013","S01009518",0.04
"3014","S01009519",0.07
"3015","S01009520",0.06
"3016","S01009521",0.19
"3017","S01009522",0.18
"3018","S01009523",0.26
"3019","S01009524",0.3
"3020","S01009525",0.26
"3021","S01009526",0.07
"3022","S01009527",0.17
"3023","S01009528",0.16
"3024","S01009529",0.06
"3025","S01009530",0.02
"3026","S01009531",0.25
"3027","S01009532",0.22
"3028","S01009533",0.23
"3029","S01009534",0.42
"3030","S01009535",0.4
"3031","S01009536",0.15
"3032","S01009537",0.16
"3033","S01009538",0.22
"3034","S01009539",0.13
"3035","S01009540",0.29
"3036","S01009541",0.07
"3037","S01009542",0.29
"3038","S01009543",0.11
"3039","S01009544",0.13
"3040","S01009545",0.15
"3041","S01009546",0.12
"3042","S01009547",0.25
"3043","S01009548",0.15
"3044","S01009549",0.13
"3045","S01009550",0.1
"3046","S01009551",0.11
"3047","S01009552",0.09
"3048","S01009553",0.22
"3049","S01009554",0.16
"3050","S01009555",0.09
"3051","S01009556",0.23
"3052","S01009557",0.31
"3053","S01009558",0.27
"3054","S01009559",0.25
"3055","S01009560",0.29
"3056","S01009561",0.24
"3057","S01009562",0.18
"3058","S01009563",0.14
"3059","S01009564",0.11
"3060","S01009565",0.19
"3061","S01009566",0.1
"3062","S01009567",0.13
"3063","S01009568",0.14
"3064","S01009569",0.13
"3065","S01009570",0.16
"3066","S01009571",0.26
"3067","S01009572",0.27
"3068","S01009573",0.23
"3069","S01009574",0.17
"3070","S01009575",0.12
"3071","S01009576",0.04
"3072","S01009577",0.07
"3073","S01009578",0.15
"3074","S01009579",0.11
"3075","S01009580",0.02
"3076","S01009581",0.1
"3077","S01009582",0.12
"3078","S01009583",0.21
"3079","S01009584",0.05
"3080","S01009585",0.14
"3081","S01009586",0.16
"3082","S01009587",0.14
"3083","S01009588",0.11
"3084","S01009589",0.12
"3085","S01009590",0.03
"3086","S01009591",0.04
"3087","S01009592",0.03
"3088","S01009593",0.01
"3089","S01009594",0.03
"3090","S01009595",0.04
"3091","S01009596",0.22
"3092","S01009597",0.29
"3093","S01009598",0.28
"3094","S01009599",0.17
"3095","S01009600",0.25
"3096","S01009601",0.17
"3097","S01009602",0.02
"3098","S01009603",0.07
"3099","S01009604",0.12
"3100","S01009605",0.21
"3101","S01009606",0.03
"3102","S01009607",0.03
"3103","S01009608",0.09
"3104","S01009609",0.06
"3105","S01009610",0.09
"3106","S01009611",0.04
"3107","S01009612",0.12
"3108","S01009613",0.02
"3109","S01009614",0.07
"3110","S01009615",0.05
"3111","S01009616",0.08
"3112","S01009617",0.06
"3113","S01009618",0.2
"3114","S01009619",0.22
"3115","S01009620",0.22
"3116","S01009621",0.22
"3117","S01009622",0.52
"3118","S01009623",0.24
"3119","S01009624",0.22
"3120","S01009625",0.23
"3121","S01009626",0.33
"3122","S01009627",0.16
"3123","S01009628",0.22
"3124","S01009629",0.23
"3125","S01009630",0.24
"3126","S01009631",0.32
"3127","S01009632",0.31
"3128","S01009633",0.4
"3129","S01009634",0.21
"3130","S01009635",0.18
"3131","S01009636",0.38
"3132","S01009637",0.21
"3133","S01009638",0.34
"3134","S01009639",0.03
"3135","S01009640",0.29
"3136","S01009641",0.25
"3137","S01009642",0.14
"3138","S01009643",0.03
"3139","S01009644",0.15
"3140","S01009645",0.16
"3141","S01009646",0.16
"3142","S01009647",0.31
"3143","S01009648",0.13
"3144","S01009649",0.18
"3145","S01009650",0.04
"3146","S01009651",0.12
"3147","S01009652",0.05
"3148","S01009653",0.03
"3149","S01009654",0.08
"3150","S01009655",0.17
"3151","S01009656",0.3
"3152","S01009657",0.14
"3153","S01009658",0.23
"3154","S01009659",0.21
"3155","S01009660",0.17
"3156","S01009661",0.05
"3157","S01009662",0.06
"3158","S01009663",0.06
"3159","S01009664",0.05
"3160","S01009665",0.09
"3161","S01009666",0.1
"3162","S01009667",0.08
"3163","S01009668",0.03
"3164","S01009669",0.03
"3165","S01009670",0.08
"3166","S01009671",0.06
"3167","S01009672",0.13
"3168","S01009673",0.08
"3169","S01009674",0.06
"3170","S01009675",0.05
"3171","S01009676",0.06
"3172","S01009677",0.06
"3173","S01009678",0.05
"3174","S01009679",0.14
"3175","S01009680",0.09
"3176","S01009681",0.09
"3177","S01009682",0.04
"3178","S01009683",0.05
"3179","S01009684",0.05
"3180","S01009685",0.12
"3181","S01009686",0.11
"3182","S01009687",0.06
"3183","S01009688",0.25
"3184","S01009689",0.14
"3185","S01009690",0.14
"3186","S01009691",0.03
"3187","S01009692",0.07
"3188","S01009693",0.02
"3189","S01009694",0.04
"3190","S01009695",0.06
"3191","S01009696",0.07
"3192","S01009697",0.04
"3193","S01009698",0.04
"3194","S01009699",0.09
"3195","S01009700",0.1
"3196","S01009701",0.06
"3197","S01009702",0.07
"3198","S01009703",0.11
"3199","S01009704",0.08
"3200","S01009705",0.15
"3201","S01009706",0.16
"3202","S01009707",0.04
"3203","S01009708",0.13
"3204","S01009709",0.1
"3205","S01009710",0.11
"3206","S01009711",0.15
"3207","S01009712",0.05
"3208","S01009713",0.07
"3209","S01009714",0.04
"3210","S01009715",0.06
"3211","S01009716",0.01
"3212","S01009717",0.07
"3213","S01009718",0.12
"3214","S01009719",0.12
"3215","S01009720",0.09
"3216","S01009721",0
"3217","S01009722",0.01
"3218","S01009723",0.03
"3219","S01009724",0.14
"3220","S01009725",0.02
"3221","S01009726",0.01
"3222","S01009727",0.03
"3223","S01009728",0.02
"3224","S01009729",0.02
"3225","S01009730",0.04
"3226","S01009731",0.02
"3227","S01009732",0.02
"3228","S01009733",0.01
"3229","S01009734",0.02
"3230","S01009735",0.01
"3231","S01009736",0.01
"3232","S01009737",0.08
"3233","S01009738",0.03
"3234","S01009739",0.03
"3235","S01009740",0.15
"3236","S01009741",0.01
"3237","S01009742",0.03
"3238","S01009743",0.03
"3239","S01009744",0.05
"3240","S01009745",0.02
"3241","S01009746",0.02
"3242","S01009747",0.11
"3243","S01009748",0.07
"3244","S01009749",0.07
"3245","S01009750",0.13
"3246","S01009751",0.14
"3247","S01009752",0.02
"3248","S01009753",0.08
"3249","S01009754",0.07
"3250","S01009755",0.03
"3251","S01009756",0.06
"3252","S01009757",0.02
"3253","S01009758",0.03
"3254","S01009759",0.45
"3255","S01009760",0.23
"3256","S01009761",0.13
"3257","S01009762",0.25
"3258","S01009763",0.05
"3259","S01009764",0.28
"3260","S01009765",0.16
"3261","S01009766",0.06
"3262","S01009767",0.14
"3263","S01009768",0.21
"3264","S01009769",0.07
"3265","S01009770",0.08
"3266","S01009771",0.09
"3267","S01009772",0.06
"3268","S01009773",0.09
"3269","S01009774",0.09
"3270","S01009775",0.36
"3271","S01009776",0.4
"3272","S01009777",0.31
"3273","S01009778",0.36
"3274","S01009779",0.34
"3275","S01009780",0.37
"3276","S01009781",0.31
"3277","S01009782",0.18
"3278","S01009783",0.32
"3279","S01009784",0.36
"3280","S01009785",0.3
"3281","S01009786",0.38
"3282","S01009787",0.35
"3283","S01009788",0.19
"3284","S01009789",0.24
"3285","S01009790",0.18
"3286","S01009791",0.29
"3287","S01009792",0.07
"3288","S01009793",0.06
"3289","S01009794",0.03
"3290","S01009795",0.04
"3291","S01009796",0.06
"3292","S01009797",0.07
"3293","S01009798",0.04
"3294","S01009799",0.4
"3295","S01009800",0.24
"3296","S01009801",0.29
