"","dz2011","simd2020_inc_rate"
"4373","S01010878",0.13
"4374","S01010879",0.12
"4375","S01010880",0.33
"4376","S01010881",0.14
"4377","S01010882",0.05
"4378","S01010883",0.1
"4379","S01010884",0.27
"4380","S01010885",0.37
"4381","S01010886",0.21
"4382","S01010887",0.34
"4383","S01010888",0.24
"4384","S01010889",0.34
"4385","S01010890",0.43
"4386","S01010891",0.48
"4387","S01010892",0.34
"4388","S01010893",0.49
"4389","S01010894",0.25
"4390","S01010895",0.31
"4391","S01010896",0.31
"4392","S01010897",0.34
"4393","S01010898",0.36
"4394","S01010899",0.11
"4395","S01010900",0.33
"4396","S01010901",0.36
"4397","S01010902",0.21
"4398","S01010903",0.42
"4399","S01010904",0.45
"4400","S01010905",0.13
"4401","S01010906",0.24
"4402","S01010907",0.04
"4403","S01010908",0.24
"4404","S01010909",0.08
"4405","S01010910",0.33
"4406","S01010911",0.3
"4407","S01010912",0.29
"4408","S01010913",0.11
"4409","S01010914",0.12
"4410","S01010915",0.14
"4411","S01010916",0.28
"4412","S01010917",0.24
"4413","S01010918",0.21
"4414","S01010919",0.23
"4415","S01010920",0.3
"4416","S01010921",0.22
"4417","S01010922",0.29
"4418","S01010923",0.23
"4419","S01010924",0.22
"4420","S01010925",0.27
"4421","S01010926",0.28
"4422","S01010927",0.22
"4423","S01010928",0.26
"4424","S01010929",0.26
"4425","S01010930",0.02
"4426","S01010931",0.03
"4427","S01010932",0.14
"4428","S01010933",0.06
"4429","S01010934",0.04
"4430","S01010935",0.05
"4431","S01010936",0.17
"4432","S01010937",0.05
"4433","S01010938",0.18
"4434","S01010939",0.07
"4435","S01010940",0.02
"4436","S01010941",0.02
"4437","S01010942",0.01
"4438","S01010943",0.14
"4439","S01010944",0.19
"4440","S01010945",0.16
"4441","S01010946",0.17
"4442","S01010947",0.13
"4443","S01010948",0.12
"4444","S01010949",0.01
"4445","S01010950",0.11
"4446","S01010951",0.08
"4447","S01010952",0.09
"4448","S01010953",0.08
"4449","S01010954",0.03
"4450","S01010955",0.02
"4451","S01010956",0.04
"4452","S01010957",0.03
"4453","S01010958",0.06
"4454","S01010959",0.07
"4455","S01010960",0.12
"4456","S01010961",0.13
"4457","S01010962",0.1
"4458","S01010963",0.07
"4459","S01010964",0.07
"4460","S01010965",0.25
"4461","S01010966",0.12
"4462","S01010967",0.15
"4463","S01010968",0.08
"4464","S01010969",0.12
"4465","S01010970",0.11
"4466","S01010971",0.05
"4467","S01010972",0.17
"4468","S01010973",0.08
"4469","S01010974",0.15
"4470","S01010975",0.13
"4471","S01010976",0.09
"4472","S01010977",0.1
"4473","S01010978",0.2
"4474","S01010979",0.14
"4475","S01010980",0.16
"4476","S01010981",0.14
"4477","S01010982",0.06
"4478","S01010983",0.11
"4479","S01010984",0.05
"4480","S01010985",0.09
"4481","S01010986",0.03
"4482","S01010987",0.01
"4483","S01010988",0
"4484","S01010989",0.01
"4485","S01010990",0.1
"4486","S01010991",0.05
"4487","S01010992",0.02
"4488","S01010993",0.06
"4489","S01010994",0.04
"4490","S01010995",0.02
"4491","S01010996",0.04
"4492","S01010997",0.01
"4493","S01010998",0.02
"4494","S01010999",0.07
"4495","S01011000",0.07
"4496","S01011001",0.11
"4497","S01011002",0.12
"4498","S01011003",0.13
"4499","S01011004",0.05
"4500","S01011005",0.2
"4501","S01011006",0.13
"4502","S01011007",0.12
"4503","S01011008",0.19
"4504","S01011009",0.19
"4505","S01011010",0.26
"4506","S01011011",0.28
"4507","S01011012",0.32
"4508","S01011013",0.12
"4509","S01011014",0.1
"4510","S01011015",0.13
"4511","S01011016",0.05
"4512","S01011017",0.12
"4513","S01011018",0.11
"4514","S01011019",0.08
"4515","S01011020",0.02
"4516","S01011021",0.13
"4517","S01011022",0.23
"4518","S01011023",0.14
"4519","S01011024",0.2
"4520","S01011025",0.18
"4521","S01011026",0.19
"4522","S01011027",0.26
"4523","S01011028",0.19
"4524","S01011029",0.2
"4525","S01011030",0.08
"4526","S01011031",0.14
"4527","S01011032",0.13
"4528","S01011033",0.07
"4529","S01011034",0.17
"4530","S01011035",0.16
"4531","S01011036",0.11
"4532","S01011037",0.18
"4533","S01011038",0.22
"4534","S01011039",0.12
"4535","S01011040",0.22
"4536","S01011041",0.18
"4537","S01011042",0.09
"4538","S01011043",0.19
"4539","S01011044",0.26
"4540","S01011045",0.07
"4541","S01011046",0.06
"4542","S01011047",0.04
"4543","S01011048",0.08
"4544","S01011049",0.07
"4545","S01011050",0.04
"4546","S01011051",0.05
"4547","S01011052",0.05
"4548","S01011053",0.13
"4549","S01011054",0.06
"4550","S01011055",0.05
"4551","S01011056",0.06
"4552","S01011057",0.06
"4553","S01011058",0.07
"4554","S01011059",0.04
"4555","S01011060",0.08
"4556","S01011061",0.16
"4557","S01011062",0.11
"4558","S01011063",0.14
"4559","S01011064",0.08
"4560","S01011065",0.08
"4561","S01011066",0.05
"4562","S01011067",0.1
"4563","S01011068",0.11
"4564","S01011069",0.13
"4565","S01011070",0.05
"4566","S01011071",0.05
"4567","S01011072",0.11
"4568","S01011073",0.09
"4569","S01011074",0.09
"4570","S01011075",0.2
"4571","S01011076",0.12
"4572","S01011077",0.17
"4573","S01011078",0.05
"4574","S01011079",0.07
"4575","S01011080",0.11
"4576","S01011081",0.11
"4577","S01011082",0.17
"4578","S01011083",0.09
"4579","S01011084",0.05
"4580","S01011085",0.05
"4581","S01011086",0.04
"4582","S01011087",0.08
"4583","S01011088",0.05
"4584","S01011089",0.14
"4585","S01011090",0.06
"4586","S01011091",0.04
"4587","S01011092",0.27
"4588","S01011093",0.04
"4589","S01011094",0.02
"4590","S01011095",0.03
"4591","S01011096",0.07
"4592","S01011097",0.03
"4593","S01011098",0.06
"4594","S01011099",0.18
"4595","S01011100",0.07
"4596","S01011101",0.17
"4597","S01011102",0.19
"4598","S01011103",0.15
"4599","S01011104",0.12
"4600","S01011105",0.13
"4601","S01011106",0.12
"4602","S01011107",0.13
"4603","S01011108",0.11
"4604","S01011109",0.04
"4605","S01011110",0.12
"4606","S01011111",0.23
"4607","S01011112",0.03
"4608","S01011113",0.09
"4609","S01011114",0.05
"4610","S01011115",0.14
"4611","S01011116",0.05
"4612","S01011117",0.06
"4613","S01011118",0.07
"4614","S01011119",0.04
"4615","S01011120",0.02
"4616","S01011121",0.09
"4617","S01011122",0.1
"4618","S01011123",0.08
"4619","S01011124",0.08
"4620","S01011125",0.14
"4621","S01011126",0.08
"4622","S01011127",0.02
"4623","S01011128",0.1
"4624","S01011129",0.03
"4625","S01011130",0.09
"4626","S01011131",0.04
"4627","S01011132",0.03
"4628","S01011133",0.11
"4629","S01011134",0.08
"4630","S01011135",0.1
"4631","S01011136",0.07
"4632","S01011137",0.09
"4633","S01011138",0.14
"4634","S01011139",0.02
"4635","S01011140",0.15
"4636","S01011141",0.14
"4637","S01011142",0.02
"4638","S01011143",0.03
"4639","S01011144",0.05
"4640","S01011145",0.03
"4641","S01011146",0.1
"4642","S01011147",0.08
"4643","S01011148",0.08
"4644","S01011149",0.05
"4645","S01011150",0.08
"4646","S01011151",0.09
"4647","S01011152",0.07
"4648","S01011153",0.12
"4649","S01011154",0.19
"4650","S01011155",0.18
"4651","S01011156",0.01
"4652","S01011157",0.01
"4653","S01011158",0.02
"4654","S01011159",0.17
"4655","S01011160",0.1
"4656","S01011161",0.15
"4657","S01011162",0.17
"4658","S01011163",0.13
"4659","S01011164",0.14
"4660","S01011165",0.19
"4661","S01011166",0.04
"4662","S01011167",0.04
"4663","S01011168",0.07
"4664","S01011169",0.05
"4665","S01011170",0.08
"4666","S01011171",0.05
"4667","S01011172",0.08
"4668","S01011173",0.06
"4669","S01011174",0.06
"4670","S01011175",0.11
"4671","S01011176",0.04
"4672","S01011177",0.06
"4673","S01011178",0.09
"4674","S01011179",0.21
"4675","S01011180",0.27
"4676","S01011181",0.03
"4677","S01011182",0.05
"4678","S01011183",0.13
"4679","S01011184",0.02
"4680","S01011185",0.08
"4681","S01011186",0.19
"4682","S01011187",0.03
"4683","S01011188",0.17
"4684","S01011189",0.08
"4685","S01011190",0.21
"4686","S01011191",0.14
"4687","S01011192",0.17
"4688","S01011193",0.28
"4689","S01011194",0.24
"4690","S01011195",0.23
"4691","S01011196",0.29
"4692","S01011197",0.24
"4693","S01011198",0.24
"4694","S01011199",0.18
"4695","S01011200",0.15
"4696","S01011201",0.09
"4697","S01011202",0.2
"4698","S01011203",0.17
"4699","S01011204",0.04
"4700","S01011205",0.05
"4701","S01011206",0.09
"4702","S01011207",0.15
"4703","S01011208",0.04
"4704","S01011209",0.17
"4705","S01011210",0.1
"4706","S01011211",0.07
"4707","S01011212",0.22
"4708","S01011213",0.25
"4709","S01011214",0.27
"4710","S01011215",0.24
"4711","S01011216",0.31
"4712","S01011217",0.32
"4713","S01011218",0.29
"4714","S01011219",0.28
"4715","S01011220",0.3
"4716","S01011221",0.24
"4717","S01011222",0.21
"4718","S01011223",0.12
"4719","S01011224",0.22
"4720","S01011225",0.32
"4721","S01011226",0.09
"4722","S01011227",0.35
"4723","S01011228",0.2
"4724","S01011229",0.32
"4725","S01011230",0.4
"4726","S01011231",0.32
"4727","S01011232",0.29
"4728","S01011233",0.09
"4729","S01011234",0.29
"4730","S01011235",0.36
"4731","S01011236",0.23
"4732","S01011237",0.22
"4733","S01011238",0.35
"4734","S01011239",0.32
"4735","S01011240",0.46
"4736","S01011241",0.21
"4737","S01011242",0.21
"4738","S01011243",0.4
"4739","S01011244",0.39
"4740","S01011245",0.29
"4741","S01011246",0.13
"4742","S01011247",0.07
"4743","S01011248",0.09
"4744","S01011249",0.05
"4745","S01011250",0.26
"4746","S01011251",0.19
"4747","S01011252",0.3
"4748","S01011253",0.27
"4749","S01011254",0.03
"4750","S01011255",0.02
"4751","S01011256",0.02
"4752","S01011257",0.03
"4753","S01011258",0.07
"4754","S01011259",0.19
"4755","S01011260",0.12
"4756","S01011261",0.3
"4757","S01011262",0.16
"4758","S01011263",0.09
"4759","S01011264",0.26
"4760","S01011265",0.25
"4761","S01011266",0.19
"4762","S01011267",0.11
"4763","S01011268",0.13
"4764","S01011269",0.25
"4765","S01011270",0.27
"4766","S01011271",0.2
"4767","S01011272",0.31
"4768","S01011273",0.26
"4769","S01011274",0.27
"4770","S01011275",0.23
"4771","S01011276",0.21
"4772","S01011277",0.04
"4773","S01011278",0.05
"4774","S01011279",0.08
"4775","S01011280",0.02
"4776","S01011281",0.05
"4777","S01011282",0.05
"4778","S01011283",0.01
"4779","S01011284",0.02
"4780","S01011285",0.29
"4781","S01011286",0.27
"4782","S01011287",0.24
"4783","S01011288",0.2
"4784","S01011289",0.24
"4785","S01011290",0.24
"4786","S01011291",0.25
"4787","S01011292",0.28
"4788","S01011293",0.21
"4789","S01011294",0.29
"4790","S01011295",0.1
"4791","S01011296",0.18
"4792","S01011297",0.25
"4793","S01011298",0.29
"4794","S01011299",0.03
"4795","S01011300",0.24
"4796","S01011301",0.05
"4797","S01011302",0.29
"4798","S01011303",0.08
"4799","S01011304",0.28
"4800","S01011305",0.17
"4801","S01011306",0.28
"4802","S01011307",0.06
"4803","S01011308",0.03
"4804","S01011309",0.03
"4805","S01011310",0.13
"4806","S01011311",0.04
"4807","S01011312",0.02
"4808","S01011313",0.12
"4809","S01011314",0.09
"4810","S01011315",0.12
"4811","S01011316",0.19
"4812","S01011317",0.04
"4813","S01011318",0.07
"4814","S01011319",0.03
"4815","S01011320",0.15
"4816","S01011321",0.06
"4817","S01011322",0.1
"4818","S01011323",0.14
"4819","S01011324",0.15
"4820","S01011325",0.28
"4821","S01011326",0.22
"4822","S01011327",0.2
"4823","S01011328",0.12
"4824","S01011329",0.12
"4825","S01011330",0.04
"4826","S01011331",0.03
"4827","S01011332",0.04
"4828","S01011333",0.03
"4829","S01011334",0.08
"4830","S01011335",0.04
"4831","S01011336",0.11
"4832","S01011337",0.05
"4833","S01011338",0.12
"4834","S01011339",0.24
"4835","S01011340",0.21
"4836","S01011341",0.18
"4837","S01011342",0.09
"4838","S01011343",0.27
"4839","S01011344",0.28
"4840","S01011345",0.27
"4841","S01011346",0.21
"4842","S01011347",0.2
"4843","S01011348",0.24
"4844","S01011349",0.04
"4845","S01011350",0.03
"4846","S01011351",0.24
"4847","S01011352",0.16
"4848","S01011353",0.1
"4849","S01011354",0.06
"4850","S01011355",0.11
"4851","S01011356",0.08
"4852","S01011357",0.08
"4853","S01011358",0.04
"4854","S01011359",0.17
"4855","S01011360",0.25
"4856","S01011361",0.35
"4857","S01011362",0.02
"4858","S01011363",0.18
"4859","S01011364",0.07
"4860","S01011365",0.03
"4861","S01011366",0.19
"4862","S01011367",0.17
"4863","S01011368",0.02
"4864","S01011369",0.16
"4865","S01011370",0.05
"4866","S01011371",0.26
"4867","S01011372",0.35
"4868","S01011373",0.29
"4869","S01011374",0.07
"4870","S01011375",0.13
"4871","S01011376",0.28
"4872","S01011377",0.02
"4873","S01011378",0.09
"4874","S01011379",0.02
"4875","S01011380",0.14
"4876","S01011381",0.1
"4877","S01011382",0.14
"4878","S01011383",0.36
"4879","S01011384",0.4
"4880","S01011385",0.33
"4881","S01011386",0.32
"4882","S01011387",0.34
"4883","S01011388",0.11
"4884","S01011389",0.23
"4885","S01011390",0.19
"4886","S01011391",0.22
"4887","S01011392",0.2
"4888","S01011393",0.14
"4889","S01011394",0.07
"4890","S01011395",0.23
"4891","S01011396",0.24
"4892","S01011397",0.24
"4893","S01011398",0.34
"4894","S01011399",0.22
"4895","S01011400",0.16
"4896","S01011401",0.14
"4897","S01011402",0.13
"4898","S01011403",0.16
"4899","S01011404",0.24
"4900","S01011405",0.17
"4901","S01011406",0.11
"4902","S01011407",0.1
"4903","S01011408",0.19
"4904","S01011409",0.28
"4905","S01011410",0.15
"4906","S01011411",0.12
"4907","S01011412",0.03
"4908","S01011413",0.03
"4909","S01011414",0.16
"4910","S01011415",0.11
"4911","S01011416",0.02
"4912","S01011417",0.12
"4913","S01011418",0.23
"4914","S01011419",0.16
"4915","S01011420",0.32
"4916","S01011421",0.1
"4917","S01011422",0.19
"4918","S01011423",0.34
"4919","S01011424",0.17
"4920","S01011425",0.2
"4921","S01011426",0.03
"4922","S01011427",0.17
"4923","S01011428",0.13
"4924","S01011429",0.04
"4925","S01011430",0.06
"4926","S01011431",0.17
"4927","S01011432",0.1
"4928","S01011433",0.25
"4929","S01011434",0.1
"4930","S01011435",0.05
"4931","S01011436",0.24
"4932","S01011437",0.19
"4933","S01011438",0.32
"4934","S01011439",0.16
"4935","S01011440",0.14
"4936","S01011441",0.22
"4937","S01011442",0.17
"4938","S01011443",0.19
"4939","S01011444",0.23
"4940","S01011445",0.12
"4941","S01011446",0.1
"4942","S01011447",0.18
"4943","S01011448",0.12
"4944","S01011449",0.25
"4945","S01011450",0.06
"4946","S01011451",0.04
"4947","S01011452",0.1
"4948","S01011453",0.17
"4949","S01011454",0.17
"4950","S01011455",0.21
"4951","S01011456",0.22
"4952","S01011457",0.19
"4953","S01011458",0.06
"4954","S01011459",0.14
"4955","S01011460",0.16
"4956","S01011461",0.24
"4957","S01011462",0.16
"4958","S01011463",0.05
"4959","S01011464",0.06
"4960","S01011465",0.31
"4961","S01011466",0.21
"4962","S01011467",0.17
"4963","S01011468",0.02
"4964","S01011469",0.22
"4965","S01011470",0.17
"4966","S01011471",0.12
"4967","S01011472",0.33
"4968","S01011473",0.3
"4969","S01011474",0.25
"4970","S01011475",0.36
"4971","S01011476",0.02
"4972","S01011477",0.02
"4973","S01011478",0.04
"4974","S01011479",0.05
"4975","S01011480",0.05
"4976","S01011481",0.08
"4977","S01011482",0.19
"4978","S01011483",0.05
"4979","S01011484",0.25
"4980","S01011485",0.27
"4981","S01011486",0.31
"4982","S01011487",0.21
"4983","S01011488",0.34
"4984","S01011489",0.06
"4985","S01011490",0.2
"4986","S01011491",0.31
"4987","S01011492",0.33
"4988","S01011493",0.01
"4989","S01011494",0.16
"4990","S01011495",0.25
"4991","S01011496",0.26
"4992","S01011497",0.09
"4993","S01011498",0.05
"4994","S01011499",0.13
"4995","S01011500",0.14
"4996","S01011501",0.36
"4997","S01011502",0.15
"4998","S01011503",0.18
"4999","S01011504",0.12
"5000","S01011505",0.2
"5001","S01011506",0.11
"5002","S01011507",0.15
"5003","S01011508",0.13
"5004","S01011509",0.11
"5005","S01011510",0.21
"5006","S01011511",0.25
"5007","S01011512",0.35
"5008","S01011513",0.31
"5009","S01011514",0.2
"5010","S01011515",0.1
"5011","S01011516",0.03
"5012","S01011517",0.1
"5013","S01011518",0.21
"5014","S01011519",0.15
"5015","S01011520",0.26
"5016","S01011521",0.27
"5017","S01011522",0.24
"5018","S01011523",0.18
"5019","S01011524",0.06
"5020","S01011525",0.09
"5021","S01011526",0.11
"5022","S01011527",0.07
"5023","S01011528",0.21
"5024","S01011529",0.32
"5025","S01011530",0.21
"5026","S01011531",0.09
"5027","S01011532",0.02
"5028","S01011533",0.32
"5029","S01011534",0.15
"5030","S01011535",0.31
"5031","S01011536",0.04
"5032","S01011537",0.05
"5033","S01011538",0.04
"5034","S01011539",0.23
"5035","S01011540",0.12
"5036","S01011541",0.24
"5037","S01011542",0.2
"5038","S01011543",0.25
"5039","S01011544",0.23
"5040","S01011545",0.14
"5041","S01011546",0.03
"5042","S01011547",0.01
"5043","S01011548",0.16
"5044","S01011549",0.06
"5045","S01011550",0.01
"5046","S01011551",0.1
"5047","S01011552",0.06
"5048","S01011553",0.02
"5049","S01011554",0.19
"5050","S01011555",0.17
"5051","S01011556",0.25
"5052","S01011557",0.23
"5053","S01011558",0.24
"5054","S01011559",0.29
"5055","S01011560",0.2
"5056","S01011561",0.17
"5057","S01011562",0.28
"5058","S01011563",0.25
"5059","S01011564",0.12
"5060","S01011565",0.19
"5061","S01011566",0.27
"5062","S01011567",0.17
"5063","S01011568",0.09
"5064","S01011569",0.14
"5065","S01011570",0.22
"5066","S01011571",0.3
"5067","S01011572",0.22
"5068","S01011573",0.1
"5069","S01011574",0.08
"5070","S01011575",0.16
"5071","S01011576",0.34
"5072","S01011577",0.18
"5073","S01011578",0.26
"5074","S01011579",0.04
"5075","S01011580",0.19
"5076","S01011581",0.35
"5077","S01011582",0.07
"5078","S01011583",0.19
"5079","S01011584",0.19
"5080","S01011585",0.17
"5081","S01011586",0.23
"5082","S01011587",0.24
"5083","S01011588",0.25
"5084","S01011589",0.14
"5085","S01011590",0.18
"5086","S01011591",0.29
"5087","S01011592",0.25
"5088","S01011593",0.13
"5089","S01011594",0.18
"5090","S01011595",0.08
"5091","S01011596",0.15
"5092","S01011597",0.09
"5093","S01011598",0.45
"5094","S01011599",0.16
"5095","S01011600",0.2
"5096","S01011601",0.04
"5097","S01011602",0.16
"5098","S01011603",0.28
"5099","S01011604",0.21
"5100","S01011605",0.12
"5101","S01011606",0.04
"5102","S01011607",0.07
"5103","S01011608",0.04
"5104","S01011609",0.4
"5105","S01011610",0.28
"5106","S01011611",0.06
"5107","S01011612",0.02
"5108","S01011613",0.03
"5109","S01011614",0.11
"5110","S01011615",0.21
"5111","S01011616",0.23
"5112","S01011617",0.22
"5113","S01011618",0.21
"5114","S01011619",0.05
"5115","S01011620",0.03
"5116","S01011621",0.1
"5117","S01011622",0.01
"5118","S01011623",0.17
"5119","S01011624",0.15
"5120","S01011625",0.2
"5121","S01011626",0.03
"5122","S01011627",0.04
"5123","S01011628",0.05
"5124","S01011629",0.16
"5125","S01011630",0.18
"5126","S01011631",0.3
"5127","S01011632",0.25
"5128","S01011633",0.23
"5129","S01011634",0.26
"5130","S01011635",0.22
"5131","S01011636",0.26
"5132","S01011637",0.22
"5133","S01011638",0.19
"5134","S01011639",0.27
"5135","S01011640",0.28
"5136","S01011641",0.03
"5137","S01011642",0.1
"5138","S01011643",0.07
"5139","S01011644",0.11
"5140","S01011645",0.13
"5141","S01011646",0.03
"5142","S01011647",0.04
"5143","S01011648",0.1
"5144","S01011649",0.19
"5145","S01011650",0.16
"5146","S01011651",0.1
"5147","S01011652",0.06
"5148","S01011653",0.19
"5149","S01011654",0.21
"5150","S01011655",0.31
"5151","S01011656",0.37
"5152","S01011657",0.36
"5153","S01011658",0.22
"5154","S01011659",0.21
"5155","S01011660",0.08
"5156","S01011661",0.2
"5157","S01011662",0.03
"5158","S01011663",0.29
"5159","S01011664",0.21
"5160","S01011665",0.23
"5161","S01011666",0.32
"5162","S01011667",0.28
"5163","S01011668",0.3
"5164","S01011669",0.11
"5165","S01011670",0.24
"5166","S01011671",0.1
"5167","S01011672",0.15
"5168","S01011673",0.28
"5169","S01011674",0.09
"5170","S01011675",0.2
"5171","S01011676",0.24
"5172","S01011677",0.17
"5173","S01011678",0.28
"5174","S01011679",0.05
"5175","S01011680",0.27
"5176","S01011681",0.14
"5177","S01011682",0.16
"5178","S01011683",0.09
"5179","S01011684",0.12
"5180","S01011685",0.06
"5181","S01011686",0.05
"5182","S01011687",0.15
"5183","S01011688",0.08
"5184","S01011689",0.03
"5185","S01011690",0.08
"5186","S01011691",0.07
"5187","S01011692",0.19
"5188","S01011693",0.06
"5189","S01011694",0.05
"5190","S01011695",0.04
"5191","S01011696",0.02
"5192","S01011697",0.08
"5193","S01011698",0.11
"5194","S01011699",0.05
"5195","S01011700",0.12
"5196","S01011701",0.04
"5197","S01011702",0.07
"5198","S01011703",0.04
"5199","S01011704",0.02
"5200","S01011705",0.18
"5201","S01011706",0.13
"5202","S01011707",0.03
"5203","S01011708",0.13
"5204","S01011709",0.07
"5205","S01011710",0.22
"5206","S01011711",0.25
"5207","S01011712",0.18
"5208","S01011713",0.1
"5209","S01011714",0.03
"5210","S01011715",0.18
"5211","S01011716",0.05
"5212","S01011717",0.04
"5213","S01011718",0.03
"5214","S01011719",0.02
"5215","S01011720",0.03
"5216","S01011721",0.09
"5217","S01011722",0.2
"5218","S01011723",0.11
"5219","S01011724",0.15
"5220","S01011725",0.01
"5221","S01011726",0.04
"5222","S01011727",0.02
"5223","S01011728",0.1
"5224","S01011729",0.2
"5225","S01011730",0.05
"5226","S01011731",0.08
"5227","S01011732",0.03
"5228","S01011733",0.08
"5229","S01011734",0.09
"5230","S01011735",0.03
"5231","S01011736",0.15
"5232","S01011737",0.15
"5233","S01011738",0.13
"5234","S01011739",0.22
"5235","S01011740",0.26
"5236","S01011741",0.18
"5237","S01011742",0.15
"5238","S01011743",0.13
"5239","S01011744",0.18
"5240","S01011745",0.18
"5241","S01011746",0.27
"5242","S01011747",0.26
"5243","S01011748",0.19
"5244","S01011749",0.28
"5245","S01011750",0.16
"5246","S01011751",0.2
"5247","S01011752",0.15
"5248","S01011753",0.1
"5249","S01011754",0.12
"5250","S01011755",0.19
"5251","S01011756",0.2
"5252","S01011757",0.19
"5253","S01011758",0.1
"5254","S01011759",0.12
"5255","S01011760",0.14
"5256","S01011761",0.15
"5257","S01011762",0.18
"5258","S01011763",0.11
"5259","S01011764",0.05
"5260","S01011765",0.02
"5261","S01011766",0.05
"5262","S01011767",0.18
"5263","S01011768",0.17
"5264","S01011769",0.11
"5265","S01011770",0.1
"5266","S01011771",0.03
"5267","S01011772",0.02
"5268","S01011773",0.03
"5269","S01011774",0.12
"5270","S01011775",0.02
"5271","S01011776",0.04
"5272","S01011777",0.03
"5273","S01011778",0.05
"5274","S01011779",0.02
"5275","S01011780",0.04
"5276","S01011781",0.03
"5277","S01011782",0.02
"5278","S01011783",0.04
"5279","S01011784",0.16
"5280","S01011785",0.12
"5281","S01011786",0.04
"5282","S01011787",0.22
"5283","S01011788",0.03
"5284","S01011789",0.06
"5285","S01011790",0.17
"5286","S01011791",0.21
"5287","S01011792",0.19
"5288","S01011793",0.05
"5289","S01011794",0.17
"5290","S01011795",0.2
"5291","S01011796",0.2
"5292","S01011797",0.04
"5293","S01011798",0.18
"5294","S01011799",0.05
"5295","S01011800",0.08
"5296","S01011801",0.24
"5297","S01011802",0.18
"5298","S01011803",0.19
"5299","S01011804",0.1
"5300","S01011805",0.04
"5301","S01011806",0.06
"5302","S01011807",0.02
"5303","S01011808",0.11
"5304","S01011809",0.03
"5305","S01011810",0.05
"5306","S01011811",0.03
"5307","S01011812",0.04
"5308","S01011813",0.06
"5309","S01011814",0.04
"5310","S01011815",0.03
"5311","S01011816",0.04
"5312","S01011817",0.06
"5313","S01011818",0.04
"5314","S01011819",0.08
"5315","S01011820",0.12
"5316","S01011821",0.15
"5317","S01011822",0.13
"5318","S01011823",0.07
"5319","S01011824",0.13
"5320","S01011825",0.07
"5321","S01011826",0.06
"5322","S01011827",0.1
"5323","S01011828",0.07
"5324","S01011829",0.05
"5325","S01011830",0.12
"5326","S01011831",0.12
"5327","S01011832",0.09
"5328","S01011833",0.05
"5329","S01011834",0.04
"5330","S01011835",0.05
"5331","S01011836",0.04
"5332","S01011837",0.02
"5333","S01011838",0.02
"5334","S01011839",0.02
"5335","S01011840",0.06
"5336","S01011841",0.08
"5337","S01011842",0.11
"5338","S01011843",0.04
"5339","S01011844",0.02
"5340","S01011845",0.1
"5341","S01011846",0.06
"5342","S01011847",0.01
"5343","S01011848",0.05
"5344","S01011849",0.07
"5345","S01011850",0.02
"5346","S01011851",0.06
"5347","S01011852",0.08
"5348","S01011853",0.03
"5349","S01011854",0.04
"5350","S01011855",0.11
"5351","S01011856",0.01
"5352","S01011857",0.07
"5353","S01011858",0.04
"5354","S01011859",0.13
"5355","S01011860",0.02
"5356","S01011861",0.03
"5357","S01011862",0.03
"5358","S01011863",0.06
"5359","S01011864",0.02
"5360","S01011865",0.07
"5361","S01011866",0.09
"5362","S01011867",0.16
"5363","S01011868",0.11
"5364","S01011869",0.12
"5365","S01011870",0.12
"5366","S01011871",0.06
"5367","S01011872",0.04
"5368","S01011873",0.06
"5369","S01011874",0.05
"5370","S01011875",0.09
"5371","S01011876",0.04
"5372","S01011877",0.07
"5373","S01011878",0.03
"5374","S01011879",0.01
"5375","S01011880",0.05
"5376","S01011881",0.11
"5377","S01011882",0.11
"5378","S01011883",0.03
"5379","S01011884",0.06
"5380","S01011885",0.02
"5381","S01011886",0.07
"5382","S01011887",0.13
"5383","S01011888",0.18
"5384","S01011889",0.07
"5385","S01011890",0.05
"5386","S01011891",0.11
"5387","S01011892",0.05
"5388","S01011893",0.11
"5389","S01011894",0.09
"5390","S01011895",0.03
"5391","S01011896",0.05
"5392","S01011897",0.03
"5393","S01011898",0.02
"5394","S01011899",0.02
"5395","S01011900",0.02
"5396","S01011901",0.05
"5397","S01011902",0.03
"5398","S01011903",0.02
"5399","S01011904",0.03
"5400","S01011905",0.02
"5401","S01011906",0.01
"5402","S01011907",0.03
"5403","S01011908",0.01
"5404","S01011909",0.03
"5405","S01011910",0.23
"5406","S01011911",0.09
"5407","S01011912",0.19
"5408","S01011913",0.23
"5409","S01011914",0.25
"5410","S01011915",0.14
"5411","S01011916",0.15
"5412","S01011917",0.14
"5413","S01011918",0.28
"5414","S01011919",0.14
"5415","S01011920",0.15
"5416","S01011921",0.18
"5417","S01011922",0.2
"5418","S01011923",0.21
"5419","S01011924",0.15
"5420","S01011925",0.04
"5421","S01011926",0.13
"5422","S01011927",0.14
"5423","S01011928",0.15
"5424","S01011929",0.14
"5425","S01011930",0.14
"5426","S01011931",0.3
"5427","S01011932",0.1
"5428","S01011933",0.15
"5429","S01011934",0.07
"5430","S01011935",0.12
"5431","S01011936",0.11
"5432","S01011937",0.15
"5433","S01011938",0.08
"5434","S01011939",0.2
"5435","S01011940",0.19
"5436","S01011941",0.14
"5437","S01011942",0.15
"5438","S01011943",0.23
"5439","S01011944",0.01
"5440","S01011945",0.05
"5441","S01011946",0.13
"5442","S01011947",0.05
"5443","S01011948",0.12
"5444","S01011949",0.02
"5445","S01011950",0.06
"5446","S01011951",0.08
"5447","S01011952",0
